gameid,league,year,date,game,side,position,playername,teamname,champion,result
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Blue,top,Smeb,ROX Tigers,Gnar,1
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Blue,jng,Peanut,ROX Tigers,Elise,1
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Blue,mid,Kuro,ROX Tigers,Viktor,1
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Blue,bot,PraY,ROX Tigers,Jhin,1
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Blue,sup,GorillA,ROX Tigers,Alistar,1
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Red,top,Darshan,Counter Logic Gaming,Poppy,0
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Red,jng,Xmithie,Counter Logic Gaming,Olaf,0
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Red,mid,huhi,Counter Logic Gaming,Malzahar,0
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Red,bot,Stixxay,Counter Logic Gaming,Caitlyn,0
TRLH1/1001900599,WLDs,2016,2016-10-07 04:30:16,1.0,Red,sup,aphromoo,Counter Logic Gaming,Bard,0
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Blue,top,Smeb,ROX Tigers,Rumble,1
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Blue,jng,Peanut,ROX Tigers,Elise,1
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Blue,mid,Kuro,ROX Tigers,Ryze,1
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Blue,bot,PraY,ROX Tigers,Ezreal,1
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Blue,sup,GorillA,ROX Tigers,Karma,1
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Red,top,Smurf,Albus NoX Luna,Gnar,0
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Red,jng,PvPStejos,Albus NoX Luna,Graves,0
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Red,mid,Kira,Albus NoX Luna,Viktor,0
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Red,bot,Onesh0tiq,Albus NoX Luna,Lucian,0
TRLH1/1001900610,WLDs,2016,2016-10-07 05:36:16,1.0,Red,sup,Likkrit,Albus NoX Luna,Bard,0
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Blue,top,Mouse,EDward Gaming,Rumble,1
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Blue,jng,Clearlove,EDward Gaming,Rek'Sai,1
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Blue,mid,Scout,EDward Gaming,Syndra,1
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Blue,bot,Deft,EDward Gaming,Jhin,1
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Blue,sup,Meiko,EDward Gaming,Tahm Kench,1
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Red,top,Yang,INTZ,Jayce,0
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Red,jng,Revolta,INTZ,Skarner,0
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Red,mid,tockers,INTZ,Vladimir,0
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Red,bot,micaO,INTZ,Caitlyn,0
TRLH1/1001900637,WLDs,2016,2016-10-07 22:51:46,1.0,Red,sup,Jockster,INTZ,Alistar,0
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Blue,top,Ziv,ahq eSports Club,Rumble,0
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Blue,jng,Mountain,ahq eSports Club,Rek'Sai,0
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Blue,mid,Westdoor,ahq eSports Club,Lissandra,0
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Blue,bot,An,ahq eSports Club,Sivir,0
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Blue,sup,Albis,ahq eSports Club,Karma,0
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Red,top,Odoamne,H2k-Gaming,Jayce,1
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Red,jng,Jankos,H2k-Gaming,Elise,1
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Red,mid,Ryu,H2k-Gaming,Ryze,1
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Red,bot,FORG1VEN,H2k-Gaming,Caitlyn,1
TRLH1/1001900650,WLDs,2016,2016-10-07 23:58:33,1.0,Red,sup,Vander,H2k-Gaming,Alistar,1
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Blue,top,Odoamne,H2k-Gaming,Kennen,1
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Blue,jng,Jankos,H2k-Gaming,Rek'Sai,1
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Blue,mid,Ryu,H2k-Gaming,Ryze,1
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Blue,bot,FORG1VEN,H2k-Gaming,Caitlyn,1
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Blue,sup,Vander,H2k-Gaming,Karma,1
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Red,top,Mouse,EDward Gaming,Poppy,0
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Red,jng,Clearlove,EDward Gaming,Elise,0
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Red,mid,Scout,EDward Gaming,Malzahar,0
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Red,bot,Deft,EDward Gaming,Ezreal,0
TRLH1/1001900657,WLDs,2016,2016-10-08 01:03:58,1.0,Red,sup,Meiko,EDward Gaming,Nami,0
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Blue,top,Yang,INTZ,Poppy,0
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Blue,jng,Revolta,INTZ,Lee Sin,0
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Blue,mid,tockers,INTZ,Cassiopeia,0
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Blue,bot,micaO,INTZ,Caitlyn,0
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Blue,sup,Jockster,INTZ,Alistar,0
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Red,top,Ziv,ahq eSports Club,Jayce,1
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Red,jng,Mountain,ahq eSports Club,Elise,1
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Red,mid,Westdoor,ahq eSports Club,Lissandra,1
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Red,bot,An,ahq eSports Club,Jinx,1
TRLH1/1001900660,WLDs,2016,2016-10-08 02:13:26,1.0,Red,sup,Albis,ahq eSports Club,Bard,1
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Blue,top,Yang,INTZ,Jayce,0
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Blue,jng,Revolta,INTZ,Elise,0
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Blue,mid,tockers,INTZ,Aurelion Sol,0
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Blue,bot,micaO,INTZ,Ezreal,0
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Blue,sup,Jockster,INTZ,Bard,0
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Red,top,Odoamne,H2k-Gaming,Rumble,1
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Red,jng,Jankos,H2k-Gaming,Olaf,1
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Red,mid,Ryu,H2k-Gaming,Cassiopeia,1
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Red,bot,FORG1VEN,H2k-Gaming,Sivir,1
TRLH1/1001900668,WLDs,2016,2016-10-08 03:03:48,1.0,Red,sup,Vander,H2k-Gaming,Alistar,1
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Blue,top,Ziv,ahq eSports Club,Gnar,0
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Blue,jng,Mountain,ahq eSports Club,Elise,0
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Blue,mid,Westdoor,ahq eSports Club,Twisted Fate,0
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Blue,bot,An,ahq eSports Club,Jinx,0
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Blue,sup,Albis,ahq eSports Club,Tahm Kench,0
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Red,top,Mouse,EDward Gaming,Poppy,1
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Red,jng,Clearlove,EDward Gaming,Olaf,1
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Red,mid,PawN,EDward Gaming,Vladimir,1
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Red,bot,Deft,EDward Gaming,Sivir,1
TRLH1/1001900677,WLDs,2016,2016-10-08 03:56:45,1.0,Red,sup,Meiko,EDward Gaming,Nami,1
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Blue,top,Odoamne,H2k-Gaming,Rumble,1
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Blue,jng,Jankos,H2k-Gaming,Olaf,1
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Blue,mid,Ryu,H2k-Gaming,Syndra,1
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Blue,bot,FORG1VEN,H2k-Gaming,Caitlyn,1
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Blue,sup,Vander,H2k-Gaming,Karma,1
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Red,top,Mouse,EDward Gaming,Ekko,0
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Red,jng,Clearlove,EDward Gaming,Lee Sin,0
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Red,mid,PawN,EDward Gaming,Aurelion Sol,0
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Red,bot,Deft,EDward Gaming,Jhin,0
TRLH1/1001900686,WLDs,2016,2016-10-08 05:17:44,1.0,Red,sup,Meiko,EDward Gaming,Nami,0
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Blue,top,CuVee,Samsung Galaxy,Rumble,1
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Blue,jng,Ambition,Samsung Galaxy,Rek'Sai,1
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Blue,mid,Crown,Samsung Galaxy,Viktor,1
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Blue,bot,Ruler,Samsung Galaxy,Jhin,1
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Blue,sup,CoreJJ,Samsung Galaxy,Tahm Kench,1
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Red,top,Hauntzer,TSM,Kennen,0
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Red,jng,Svenskeren,TSM,Olaf,0
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Red,mid,Bjergsen,TSM,Zilean,0
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Red,bot,Doublelift,TSM,Lucian,0
TRLH1/1001890625,WLDs,2016,2016-10-08 19:03:30,1.0,Red,sup,Biofrost,TSM,Karma,0
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Blue,top,Wunder,Splyce,Jayce,1
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Blue,jng,Kold,Splyce,Elise,1
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Blue,mid,Sencux,Splyce,Malzahar,1
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Blue,bot,Kobbe,Splyce,Jhin,1
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Blue,sup,Mikyx,Splyce,Braum,1
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Red,top,Looper,Royal Never Give Up,Poppy,0
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Red,jng,Mlxg,Royal Never Give Up,Olaf,0
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Red,mid,Xiaohu,Royal Never Give Up,Ryze,0
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Red,bot,Uzi,Royal Never Give Up,Caitlyn,0
TRLH1/1001890633,WLDs,2016,2016-10-08 21:04:31,1.0,Red,sup,Mata,Royal Never Give Up,Karma,0
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Blue,top,Hauntzer,TSM,Gnar,1
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Blue,jng,Svenskeren,TSM,Rek'Sai,1
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Blue,mid,Bjergsen,TSM,Syndra,1
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Blue,bot,Doublelift,TSM,Jhin,1
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Blue,sup,Biofrost,TSM,Braum,1
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Red,top,Wunder,Splyce,Irelia,0
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Red,jng,Kold,Splyce,Elise,0
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Red,mid,Sencux,Splyce,Vladimir,0
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Red,bot,Kobbe,Splyce,Ezreal,0
TRLH1/1001890643,WLDs,2016,2016-10-08 22:05:39,1.0,Red,sup,Mikyx,Splyce,Karma,0
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Blue,top,CuVee,Samsung Galaxy,Ekko,1
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Blue,jng,Ambition,Samsung Galaxy,Olaf,1
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Blue,mid,Crown,Samsung Galaxy,Viktor,1
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Blue,bot,Ruler,Samsung Galaxy,Caitlyn,1
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Blue,sup,CoreJJ,Samsung Galaxy,Zyra,1
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Red,top,Looper,Royal Never Give Up,Rumble,0
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Red,jng,Mlxg,Royal Never Give Up,Rek'Sai,0
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Red,mid,Xiaohu,Royal Never Give Up,Malzahar,0
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Red,bot,Uzi,Royal Never Give Up,Ezreal,0
TRLH1/1001890649,WLDs,2016,2016-10-08 22:56:59,1.0,Red,sup,Mata,Royal Never Give Up,Braum,0
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Blue,top,Wunder,Splyce,Ekko,0
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Blue,jng,Kold,Splyce,Elise,0
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Blue,mid,Sencux,Splyce,Aurelion Sol,0
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Blue,bot,Kobbe,Splyce,Sivir,0
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Blue,sup,Mikyx,Splyce,Alistar,0
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Red,top,CuVee,Samsung Galaxy,Kennen,1
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Red,jng,Ambition,Samsung Galaxy,Rek'Sai,1
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Red,mid,Crown,Samsung Galaxy,Ryze,1
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Red,bot,Ruler,Samsung Galaxy,Jhin,1
TRLH1/1001890655,WLDs,2016,2016-10-08 23:42:30,1.0,Red,sup,CoreJJ,Samsung Galaxy,Tahm Kench,1
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Blue,top,Looper,Royal Never Give Up,Poppy,1
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Blue,jng,Mlxg,Royal Never Give Up,Elise,1
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Blue,mid,Xiaohu,Royal Never Give Up,Aurelion Sol,1
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Blue,bot,Uzi,Royal Never Give Up,Ezreal,1
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Blue,sup,Mata,Royal Never Give Up,Nami,1
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Red,top,Hauntzer,TSM,Jayce,0
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Red,jng,Svenskeren,TSM,Rek'Sai,0
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Red,mid,Bjergsen,TSM,Ryze,0
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Red,bot,Doublelift,TSM,Lucian,0
TRLH1/1001890657,WLDs,2016,2016-10-09 00:25:40,1.0,Red,sup,Biofrost,TSM,Braum,0
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Blue,top,AmazingJ,I May,Ekko,1
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Blue,jng,Avoidless,I May,Alistar,1
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Blue,mid,BaeMe,I May,Aurelion Sol,1
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Blue,bot,Jinjiao,I May,Sivir,1
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Blue,sup,Athena,I May,Lee Sin,1
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Red,top,MMD,Flash Wolves,Poppy,0
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Red,jng,Karsa,Flash Wolves,Elise,0
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Red,mid,Maple,Flash Wolves,Malzahar,0
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Red,bot,NL,Flash Wolves,Jhin,0
TRLH1/1001900742,WLDs,2016,2016-10-09 18:59:58,1.0,Red,sup,SwordArt,Flash Wolves,Tahm Kench,0
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Blue,top,Impact,Cloud9,Kennen,0
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Blue,jng,Meteos,Cloud9,Olaf,0
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Blue,mid,Jensen,Cloud9,Ryze,0
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Blue,bot,Sneaky,Cloud9,Ezreal,0
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Blue,sup,Smoothie,Cloud9,Alistar,0
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Red,top,Duke,SK Telecom T1,Jayce,1
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Red,jng,Blank,SK Telecom T1,Lee Sin,1
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Red,mid,Faker,SK Telecom T1,Viktor,1
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Red,bot,Bang,SK Telecom T1,Jhin,1
TRLH1/1001900759,WLDs,2016,2016-10-09 20:59:33,1.0,Red,sup,Wolf,SK Telecom T1,Zyra,1
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Blue,top,Impact,Cloud9,Gnar,0
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Blue,jng,Meteos,Cloud9,Nidalee,0
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Blue,mid,Jensen,Cloud9,Viktor,0
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Blue,bot,Sneaky,Cloud9,Ezreal,0
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Blue,sup,Smoothie,Cloud9,Braum,0
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Red,top,MMD,Flash Wolves,Poppy,1
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Red,jng,Karsa,Flash Wolves,Lee Sin,1
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Red,mid,Maple,Flash Wolves,Ryze,1
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Red,bot,NL,Flash Wolves,Caitlyn,1
TRLH1/1001900768,WLDs,2016,2016-10-09 22:16:58,1.0,Red,sup,SwordArt,Flash Wolves,Tahm Kench,1
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Blue,top,Duke,SK Telecom T1,Jayce,1
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Blue,jng,Blank,SK Telecom T1,Olaf,1
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Blue,mid,Faker,SK Telecom T1,Varus,1
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Blue,bot,Bang,SK Telecom T1,Caitlyn,1
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Blue,sup,Wolf,SK Telecom T1,Karma,1
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Red,top,AmazingJ,I May,Nautilus,0
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Red,jng,Avoidless,I May,Kha'Zix,0
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Red,mid,Athena,I May,Cassiopeia,0
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Red,bot,Jinjiao,I May,Jhin,0
TRLH1/1001900778,WLDs,2016,2016-10-09 23:23:34,1.0,Red,sup,Road,I May,Bard,0
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Blue,top,AmazingJ,I May,Maokai,0
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Blue,jng,Avoidless,I May,Skarner,0
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Blue,mid,Athena,I May,Viktor,0
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Blue,bot,Jinjiao,I May,Sivir,0
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Blue,sup,Road,I May,Kennen,0
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Red,top,Impact,Cloud9,Rumble,1
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Red,jng,Meteos,Cloud9,Rek'Sai,1
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Red,mid,Jensen,Cloud9,Ryze,1
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Red,bot,Sneaky,Cloud9,Jhin,1
TRLH1/1001900786,WLDs,2016,2016-10-10 00:34:34,1.0,Red,sup,Smoothie,Cloud9,Alistar,1
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Blue,top,MMD,Flash Wolves,Poppy,0
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Blue,jng,Karsa,Flash Wolves,Lee Sin,0
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Blue,mid,Maple,Flash Wolves,Viktor,0
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Blue,bot,NL,Flash Wolves,Caitlyn,0
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Blue,sup,SwordArt,Flash Wolves,Braum,0
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Red,top,Duke,SK Telecom T1,Trundle,1
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Red,jng,Bengi,SK Telecom T1,Olaf,1
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Red,mid,Faker,SK Telecom T1,Lissandra,1
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Red,bot,Bang,SK Telecom T1,Ezreal,1
TRLH1/1001900791,WLDs,2016,2016-10-10 01:49:14,1.0,Red,sup,Wolf,SK Telecom T1,Nami,1
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Blue,top,CuVee,Samsung Galaxy,Ekko,1
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Blue,jng,Ambition,Samsung Galaxy,Olaf,1
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Blue,mid,Crown,Samsung Galaxy,Cassiopeia,1
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Blue,bot,Ruler,Samsung Galaxy,Jhin,1
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Blue,sup,CoreJJ,Samsung Galaxy,Karma,1
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Red,top,Impact,Cloud9,Rumble,0
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Red,jng,Meteos,Cloud9,Rek'Sai,0
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Red,mid,Jensen,Cloud9,Orianna,0
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Red,bot,Sneaky,Cloud9,Caitlyn,0
TRLH1/1001910065,WLDs,2016,2016-10-13 21:50:36,1.0,Red,sup,Smoothie,Cloud9,Alistar,0
TRLH1/1001910075,WLDs,2016,2016-10-13 22:55:08,2.0,Blue,top,Impact,Cloud9,Jayce,0
TRLH1/1001910075,WLDs,2016,2016-10-13 22:55:08,2.0,Blue,jng,Meteos,Cloud9,Rek'Sai,0
TRLH1/1001910075,WLDs,2016,2016-10-13 22:55:08,2.0,Blue,mid,Jensen,Cloud9,Cassiopeia,0
TRLH1/1001910075,WLDs,2016,2016-10-13 22:55:08,2.0,Blue,bot,Sneaky,Cloud9,Jhin,0
