gameid,league,year,date,game,side,position,playername,teamname,champion,result
ESPORTSTMNT02_3043753,WLDs,2022,2022-10-04 22:57:19,3.0,Red,mid,Yaharong,DetonatioN FocusMe,LeBlanc,0
ESPORTSTMNT02_3043753,WLDs,2022,2022-10-04 22:57:19,3.0,Red,bot,Yutapon,DetonatioN FocusMe,Sivir,0
ESPORTSTMNT02_3043753,WLDs,2022,2022-10-04 22:57:19,3.0,Red,sup,Harp,DetonatioN FocusMe,Yuumi,0
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Blue,top,Evi,DetonatioN FocusMe,Gnar,0
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Blue,jng,Steal,DetonatioN FocusMe,Sejuani,0
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Blue,mid,Yaharong,DetonatioN FocusMe,Azir,0
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Blue,bot,Yutapon,DetonatioN FocusMe,Tristana,0
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Blue,sup,Harp,DetonatioN FocusMe,Leona,0
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Red,top,Breathe,Royal Never Give Up,Fiora,1
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Red,jng,Wei,Royal Never Give Up,Viego,1
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Red,mid,Xiaohu,Royal Never Give Up,Lissandra,1
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Red,bot,GALA,Royal Never Give Up,Varus,1
ESPORTSTMNT02_3043758,WLDs,2022,2022-10-04 23:46:16,4.0,Red,sup,Ming,Royal Never Give Up,Tahm Kench,1
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Blue,top,Fudge,Cloud9,Fiora,0
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Blue,jng,Blaber,Cloud9,Sejuani,0
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Blue,mid,Jensen,Cloud9,LeBlanc,0
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Blue,bot,Berserker,Cloud9,Miss Fortune,0
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Blue,sup,Zven,Cloud9,Nautilus,0
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Red,top,Wunder,Fnatic,Ornn,1
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Red,jng,Razork,Fnatic,Maokai,1
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Red,mid,Humanoid,Fnatic,Azir,1
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Red,bot,Upset,Fnatic,Aphelios,1
ESPORTSTMNT02_3045120,WLDs,2022,2022-10-07 19:36:05,1.0,Red,sup,Hylissang,Fnatic,Renata Glasc,1
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Blue,top,BrokenBlade,G2 Esports,Ornn,0
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Blue,jng,Jankos,G2 Esports,Jarvan IV,0
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Blue,mid,Caps,G2 Esports,Seraphine,0
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Blue,bot,Flakked,G2 Esports,Caitlyn,0
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Blue,sup,Targamas,G2 Esports,Lux,0
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Red,top,Nuguri,DWG KIA,Camille,1
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Red,jng,Canyon,DWG KIA,Graves,1
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Red,mid,ShowMaker,DWG KIA,Azir,1
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Red,bot,deokdam,DWG KIA,Jhin,1
ESPORTSTMNT02_3045181,WLDs,2022,2022-10-07 21:56:57,1.0,Red,sup,Kellin,DWG KIA,Leona,1
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Blue,top,Rest,CTBC Flying Oyster,Aatrox,1
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Blue,jng,Gemini,CTBC Flying Oyster,Viego,1
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Blue,mid,Mission,CTBC Flying Oyster,Viktor,1
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Blue,bot,Shunn,CTBC Flying Oyster,Kai'Sa,1
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Blue,sup,Koala,CTBC Flying Oyster,Rell,1
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Red,top,Ssumday,100 Thieves,Fiora,0
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Red,jng,Closer,100 Thieves,Sejuani,0
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Red,mid,Abbedagge,100 Thieves,Akali,0
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Red,bot,FBI,100 Thieves,Miss Fortune,0
ESPORTSTMNT02_3045196,WLDs,2022,2022-10-07 22:53:26,1.0,Red,sup,huhi,100 Thieves,Amumu,0
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Blue,top,369,JD Gaming,Sejuani,1
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Blue,jng,Kanavi,JD Gaming,Viego,1
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Blue,mid,Yagao,JD Gaming,Azir,1
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Blue,bot,Hope,JD Gaming,Aphelios,1
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Blue,sup,Missing,JD Gaming,Thresh,1
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Red,top,Impact,Evil Geniuses,Gangplank,0
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Red,jng,Inspired,Evil Geniuses,Graves,0
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Red,mid,jojopyun,Evil Geniuses,Viktor,0
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Red,bot,Kaori,Evil Geniuses,Varus,0
ESPORTSTMNT02_3045209,WLDs,2022,2022-10-07 23:58:43,1.0,Red,sup,Vulcan,Evil Geniuses,Tahm Kench,0
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Blue,top,Zeus,T1,Fiora,1
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Blue,jng,Oner,T1,Lee Sin,1
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Blue,mid,Faker,T1,Akali,1
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Blue,bot,Gumayusi,T1,Sivir,1
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Blue,sup,Keria,T1,Yuumi,1
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Red,top,Flandre,EDward Gaming,Ornn,0
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Red,jng,Jiejie,EDward Gaming,Vi,0
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Red,mid,Scout,EDward Gaming,Azir,0
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Red,bot,Viper,EDward Gaming,Kalista,0
ESPORTSTMNT02_3045232,WLDs,2022,2022-10-08 01:07:33,1.0,Red,sup,Meiko,EDward Gaming,Renata Glasc,0
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Blue,top,Doran,Gen.G,Aatrox,0
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Blue,jng,Peanut,Gen.G,Poppy,0
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Blue,mid,Chovy,Gen.G,Azir,0
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Blue,bot,Ruler,Gen.G,Senna,0
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Blue,sup,Lehends,Gen.G,Singed,0
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Red,top,Breathe,Royal Never Give Up,Jax,1
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Red,jng,Wei,Royal Never Give Up,Graves,1
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Red,mid,Xiaohu,Royal Never Give Up,Lissandra,1
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Red,bot,GALA,Royal Never Give Up,Aphelios,1
ESPORTSTMNT02_3045259,WLDs,2022,2022-10-08 02:05:53,1.0,Red,sup,Ming,Royal Never Give Up,Leona,1
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Blue,top,Odoamne,Rogue,Maokai,1
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Blue,jng,Malrang,Rogue,Trundle,1
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Blue,mid,Larssen,Rogue,Azir,1
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Blue,bot,Comp,Rogue,Lucian,1
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Blue,sup,Trymbi,Rogue,Nami,1
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Red,top,Kingen,DRX,Sejuani,0
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Red,jng,Juhan,DRX,Lee Sin,0
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Red,mid,Zeka,DRX,Akali,0
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Red,bot,Deft,DRX,Miss Fortune,0
ESPORTSTMNT02_3045416,WLDs,2022,2022-10-08 20:15:37,1.0,Red,sup,BeryL,DRX,Amumu,0
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Blue,top,Impact,Evil Geniuses,Maokai,0
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Blue,jng,Inspired,Evil Geniuses,Nidalee,0
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Blue,mid,jojopyun,Evil Geniuses,Sett,0
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Blue,bot,Kaori,Evil Geniuses,Varus,0
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Blue,sup,Vulcan,Evil Geniuses,Tahm Kench,0
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Red,top,BrokenBlade,G2 Esports,Fiora,1
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Red,jng,Jankos,G2 Esports,Sejuani,1
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Red,mid,Caps,G2 Esports,Sylas,1
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Red,bot,Flakked,G2 Esports,Aphelios,1
ESPORTSTMNT02_3045459,WLDs,2022,2022-10-08 21:49:24,1.0,Red,sup,Targamas,G2 Esports,Rell,1
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Blue,top,Wunder,Fnatic,Aatrox,1
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Blue,jng,Razork,Fnatic,Poppy,1
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Blue,mid,Humanoid,Fnatic,Azir,1
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Blue,bot,Upset,Fnatic,Lucian,1
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Blue,sup,Hylissang,Fnatic,Nami,1
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Red,top,Zeus,T1,Jax,0
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Red,jng,Oner,T1,Viego,0
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Red,mid,Faker,T1,Akali,0
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Red,bot,Gumayusi,T1,Aphelios,0
ESPORTSTMNT02_3045472,WLDs,2022,2022-10-08 22:46:59,1.0,Red,sup,Keria,T1,Thresh,0
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Blue,top,Flandre,EDward Gaming,Aatrox,1
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Blue,jng,Jiejie,EDward Gaming,Poppy,1
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Blue,mid,Scout,EDward Gaming,Azir,1
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Blue,bot,Viper,EDward Gaming,Jinx,1
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Blue,sup,Meiko,EDward Gaming,Thresh,1
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Red,top,Fudge,Cloud9,Fiora,0
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Red,jng,Blaber,Cloud9,Xin Zhao,0
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Red,mid,Jensen,Cloud9,Viktor,0
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Red,bot,Berserker,Cloud9,Aphelios,0
ESPORTSTMNT02_3045480,WLDs,2022,2022-10-09 00:03:09,1.0,Red,sup,Zven,Cloud9,Tahm Kench,0
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Blue,top,Wayward,Top Esports,Gnar,1
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Blue,jng,Tian,Top Esports,Poppy,1
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Blue,mid,knight,Top Esports,Ahri,1
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Blue,bot,JackeyLove,Top Esports,Sivir,1
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Blue,sup,Mark,Top Esports,Yuumi,1
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Red,top,Kiaya,GAM Esports,Jax,0
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Red,jng,Levi,GAM Esports,Sejuani,0
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Red,mid,Kati,GAM Esports,Syndra,0
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Red,bot,Sty1e,GAM Esports,Tristana,0
ESPORTSTMNT02_3045503,WLDs,2022,2022-10-09 01:10:59,1.0,Red,sup,Bie,GAM Esports,Rell,0
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Blue,top,Nuguri,DWG KIA,Renekton,0
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Blue,jng,Canyon,DWG KIA,Maokai,0
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Blue,mid,ShowMaker,DWG KIA,Taliyah,0
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Blue,bot,deokdam,DWG KIA,Varus,0
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Blue,sup,Kellin,DWG KIA,Renata Glasc,0
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Red,top,369,JD Gaming,Ornn,1
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Red,jng,Kanavi,JD Gaming,Graves,1
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Red,mid,Yagao,JD Gaming,Azir,1
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Red,bot,Hope,JD Gaming,Kai'Sa,1
ESPORTSTMNT02_3045518,WLDs,2022,2022-10-09 02:01:41,1.0,Red,sup,Missing,JD Gaming,Rell,1
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Blue,top,Kiaya,GAM Esports,Camille,0
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Blue,jng,Levi,GAM Esports,Graves,0
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Blue,mid,Kati,GAM Esports,Viktor,0
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Blue,bot,Sty1e,GAM Esports,Varus,0
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Blue,sup,Bie,GAM Esports,Tahm Kench,0
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Red,top,Odoamne,Rogue,Ornn,1
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Red,jng,Malrang,Rogue,Jarvan IV,1
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Red,mid,Larssen,Rogue,Orianna,1
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Red,bot,Comp,Rogue,Kalista,1
ESPORTSTMNT02_3045836,WLDs,2022,2022-10-09 20:19:14,1.0,Red,sup,Trymbi,Rogue,Soraka,1
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Blue,top,Ssumday,100 Thieves,Aatrox,0
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Blue,jng,Closer,100 Thieves,Poppy,0
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Blue,mid,Abbedagge,100 Thieves,Taliyah,0
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Blue,bot,FBI,100 Thieves,Miss Fortune,0
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Blue,sup,huhi,100 Thieves,Leona,0
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Red,top,Doran,Gen.G,Camille,1
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Red,jng,Peanut,Gen.G,Trundle,1
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Red,mid,Chovy,Gen.G,Azir,1
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Red,bot,Ruler,Gen.G,Aphelios,1
ESPORTSTMNT02_3045853,WLDs,2022,2022-10-09 21:52:47,1.0,Red,sup,Lehends,Gen.G,Renata Glasc,1
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Blue,top,Flandre,EDward Gaming,Gragas,1
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Blue,jng,Jiejie,EDward Gaming,Lee Sin,1
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Blue,mid,Scout,EDward Gaming,Viktor,1
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Blue,bot,Viper,EDward Gaming,Sivir,1
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Blue,sup,Meiko,EDward Gaming,Yuumi,1
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Red,top,Wunder,Fnatic,Ornn,0
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Red,jng,Razork,Fnatic,Poppy,0
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Red,mid,Humanoid,Fnatic,Azir,0
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Red,bot,Upset,Fnatic,Kalista,0
ESPORTSTMNT02_3045864,WLDs,2022,2022-10-09 22:48:56,1.0,Red,sup,Hylissang,Fnatic,Renata Glasc,0
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Blue,top,Fudge,Cloud9,Jax,0
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Blue,jng,Blaber,Cloud9,Poppy,0
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Blue,mid,Jensen,Cloud9,Azir,0
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Blue,bot,Berserker,Cloud9,Tristana,0
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Blue,sup,Zven,Cloud9,Leona,0
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Red,top,Zeus,T1,Aatrox,1
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Red,jng,Oner,T1,Viego,1
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Red,mid,Faker,T1,Lissandra,1
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Red,bot,Gumayusi,T1,Kai'Sa,1
ESPORTSTMNT02_3045877,WLDs,2022,2022-10-09 23:50:51,1.0,Red,sup,Keria,T1,Alistar,1
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Blue,top,Breathe,Royal Never Give Up,Fiora,1
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Blue,jng,Wei,Royal Never Give Up,Viego,1
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Blue,mid,Xiaohu,Royal Never Give Up,Lissandra,1
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Blue,bot,GALA,Royal Never Give Up,Aphelios,1
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Blue,sup,Ming,Royal Never Give Up,Sett,1
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Red,top,Rest,CTBC Flying Oyster,Kennen,0
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Red,jng,Gemini,CTBC Flying Oyster,Poppy,0
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Red,mid,Mission,CTBC Flying Oyster,Viktor,0
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Red,bot,Shunn,CTBC Flying Oyster,Tristana,0
ESPORTSTMNT02_3056381,WLDs,2022,2022-10-10 00:53:06,1.0,Red,sup,Koala,CTBC Flying Oyster,Amumu,0
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Blue,top,Kingen,DRX,Gnar,1
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Blue,jng,Pyosik,DRX,Graves,1
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Blue,mid,Zeka,DRX,Sylas,1
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Blue,bot,Deft,DRX,Caitlyn,1
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Blue,sup,BeryL,DRX,Braum,1
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Red,top,Wayward,Top Esports,Jax,0
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Red,jng,Tian,Top Esports,Vi,0
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Red,mid,knight,Top Esports,Azir,0
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Red,bot,JackeyLove,Top Esports,Draven,0
ESPORTSTMNT02_3056394,WLDs,2022,2022-10-10 01:52:15,1.0,Red,sup,Mark,Top Esports,Nautilus,0
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Blue,top,369,JD Gaming,Renekton,1
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Blue,jng,Kanavi,JD Gaming,Viego,1
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Blue,mid,Yagao,JD Gaming,Taliyah,1
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Blue,bot,Hope,JD Gaming,Sivir,1
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Blue,sup,Missing,JD Gaming,Yuumi,1
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Red,top,BrokenBlade,G2 Esports,Darius,0
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Red,jng,Jankos,G2 Esports,Graves,0
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Red,mid,Caps,G2 Esports,Sylas,0
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Red,bot,Flakked,G2 Esports,Seraphine,0
ESPORTSTMNT02_3056626,WLDs,2022,2022-10-10 20:15:49,1.0,Red,sup,Targamas,G2 Esports,Alistar,0
ESPORTSTMNT02_3056652,WLDs,2022,2022-10-10 21:48:07,1.0,Blue,top,Odoamne,Rogue,Maokai,1
ESPORTSTMNT02_3056652,WLDs,2022,2022-10-10 21:48:07,1.0,Blue,jng,Malrang,Rogue,Lee Sin,1
ESPORTSTMNT02_3056652,WLDs,2022,2022-10-10 21:48:07,1.0,Blue,mid,Larssen,Rogue,Viktor,1
ESPORTSTMNT02_3056652,WLDs,2022,2022-10-10 21:48:07,1.0,Blue,bot,Comp,Rogue,Kalista,1
ESPORTSTMNT02_3056652,WLDs,2022,2022-10-10 21:48:07,1.0,Blue,sup,Trymbi,Rogue,Rakan,1
ESPORTSTMNT02_3056652,WLDs,2022,2022-10-10 21:48:07,1.0,Red,top,Wayward,Top Esports,Gnar,0
ESPORTSTMNT02_3056652,WLDs,2022,2022-10-10 21:48:07,1.0,Red,jng,Tian,Top Esports,Trundle,0
