gameid,league,year,date,game,side,position,playername,teamname,champion,ban1,ban2,ban3,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstbloodkill,firstbloodvictim
TRLT3/60240,MSI,2016,2016-05-06 06:28:16,1.0,Blue,bot,Stixxay,Counter Logic Gaming,Lucian,Alistar,Maokai,Ryze,2623,1,10,4,4,16,19,2.0,1.0,0.0,0.0,0.0,0.0
TRLT3/60240,MSI,2016,2016-05-06 06:28:16,1.0,Blue,sup,aphromoo,Counter Logic Gaming,Janna,Alistar,Maokai,Ryze,2623,1,0,2,14,16,19,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60240,MSI,2016,2016-05-06 06:28:16,1.0,Red,top,Duke,SK Telecom T1,Ekko,Caitlyn,Soraka,Bard,2623,0,2,4,6,19,16,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60240,MSI,2016,2016-05-06 06:28:16,1.0,Red,jng,Blank,SK Telecom T1,Kindred,Caitlyn,Soraka,Bard,2623,0,2,3,7,19,16,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60240,MSI,2016,2016-05-06 06:28:16,1.0,Red,mid,Faker,SK Telecom T1,LeBlanc,Caitlyn,Soraka,Bard,2623,0,10,3,5,19,16,1.0,1.0,0.0,0.0,0.0,0.0
TRLT3/60240,MSI,2016,2016-05-06 06:28:16,1.0,Red,bot,Bang,SK Telecom T1,Ezreal,Caitlyn,Soraka,Bard,2623,0,4,3,9,19,16,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60240,MSI,2016,2016-05-06 06:28:16,1.0,Red,sup,Wolf,SK Telecom T1,Braum,Caitlyn,Soraka,Bard,2623,0,1,3,14,19,16,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Blue,top,Thaldrin,SuperMassive Esports,Ekko,Braum,Zed,Nidalee,2365,0,4,4,5,15,23,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Blue,jng,Stomaged,SuperMassive Esports,Kindred,Braum,Zed,Nidalee,2365,0,5,7,5,15,23,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Blue,mid,Naru,SuperMassive Esports,Twisted Fate,Braum,Zed,Nidalee,2365,0,3,5,5,15,23,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Blue,bot,Achuu,SuperMassive Esports,Ezreal,Braum,Zed,Nidalee,2365,0,3,3,8,15,23,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Blue,sup,Dumbledoge,SuperMassive Esports,Morgana,Braum,Zed,Nidalee,2365,0,0,4,9,15,23,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Red,top,Kikis,G2 Esports,Poppy,Maokai,LeBlanc,Lucian,2365,1,7,2,10,23,17,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Red,jng,Trick,G2 Esports,Graves,Maokai,LeBlanc,Lucian,2365,1,8,5,9,23,17,2.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Red,mid,Perkz,G2 Esports,Azir,Maokai,LeBlanc,Lucian,2365,1,3,1,9,23,17,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Red,bot,Emperor,G2 Esports,Kalista,Maokai,LeBlanc,Lucian,2365,1,5,6,13,23,17,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60247,MSI,2016,2016-05-06 07:39:30,1.0,Red,sup,Hybrid,G2 Esports,Bard,Maokai,LeBlanc,Lucian,2365,1,0,3,20,23,17,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Blue,top,MMD,Flash Wolves,Poppy,Sivir,Kindred,Tahm Kench,2410,1,2,0,4,13,3,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Blue,jng,Karsa,Flash Wolves,Elise,Sivir,Kindred,Tahm Kench,2410,1,5,1,6,13,3,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Blue,mid,Maple,Flash Wolves,Azir,Sivir,Kindred,Tahm Kench,2410,1,4,0,7,13,3,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Blue,bot,NL,Flash Wolves,Ezreal,Sivir,Kindred,Tahm Kench,2410,1,2,2,6,13,3,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Blue,sup,SwordArt,Flash Wolves,Alistar,Sivir,Kindred,Tahm Kench,2410,1,0,0,12,13,3,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Red,top,Duke,SK Telecom T1,Maokai,Nidalee,LeBlanc,Ryze,2410,0,0,1,1,3,13,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Red,jng,Blank,SK Telecom T1,Graves,Nidalee,LeBlanc,Ryze,2410,0,1,5,2,3,13,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Red,mid,Faker,SK Telecom T1,Ekko,Nidalee,LeBlanc,Ryze,2410,0,1,1,0,3,13,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Red,bot,Bang,SK Telecom T1,Lucian,Nidalee,LeBlanc,Ryze,2410,0,1,4,0,3,13,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60254,MSI,2016,2016-05-06 08:44:41,1.0,Red,sup,Wolf,SK Telecom T1,Braum,Nidalee,LeBlanc,Ryze,2410,0,0,2,2,3,13,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Blue,top,Darshan,Counter Logic Gaming,Maokai,Fizz,Twisted Fate,Bard,1833,1,3,1,6,19,9,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Blue,jng,Xmithie,Counter Logic Gaming,Kindred,Fizz,Twisted Fate,Bard,1833,1,1,3,8,19,9,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Blue,mid,huhi,Counter Logic Gaming,Azir,Fizz,Twisted Fate,Bard,1833,1,3,1,12,19,9,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Blue,bot,Stixxay,Counter Logic Gaming,Kalista,Fizz,Twisted Fate,Bard,1833,1,11,1,5,19,9,2.0,1.0,0.0,0.0,0.0,0.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Blue,sup,aphromoo,Counter Logic Gaming,Soraka,Fizz,Twisted Fate,Bard,1833,1,1,3,14,19,9,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Red,top,fabFabulous,SuperMassive Esports,Ekko,Caitlyn,Ryze,Nidalee,1833,0,1,3,3,9,19,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Red,jng,Stomaged,SuperMassive Esports,Graves,Caitlyn,Ryze,Nidalee,1833,0,2,4,3,9,19,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Red,mid,Naru,SuperMassive Esports,LeBlanc,Caitlyn,Ryze,Nidalee,1833,0,4,5,3,9,19,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Red,bot,Achuu,SuperMassive Esports,Lucian,Caitlyn,Ryze,Nidalee,1833,0,2,3,3,9,19,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60263,MSI,2016,2016-05-06 09:51:33,1.0,Red,sup,Dumbledoge,SuperMassive Esports,Poppy,Caitlyn,Ryze,Nidalee,1833,0,0,4,3,9,19,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Blue,top,Kikis,G2 Esports,Poppy,Twitch,Kindred,Maokai,2278,0,0,1,3,5,12,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Blue,jng,Trick,G2 Esports,Nidalee,Twitch,Kindred,Maokai,2278,0,2,1,3,5,12,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Blue,mid,Perkz,G2 Esports,Azir,Twitch,Kindred,Maokai,2278,0,1,4,1,5,12,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Blue,bot,Emperor,G2 Esports,Lucian,Twitch,Kindred,Maokai,2278,0,2,3,1,5,12,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Blue,sup,Hybrid,G2 Esports,Alistar,Twitch,Kindred,Maokai,2278,0,0,3,4,5,12,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Red,top,Looper,Royal Never Give Up,Ekko,Zed,Bard,Kalista,2278,1,1,0,5,12,5,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Red,jng,Mlxg,Royal Never Give Up,Graves,Zed,Bard,Kalista,2278,1,3,0,5,12,5,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Red,mid,Xiaohu,Royal Never Give Up,LeBlanc,Zed,Bard,Kalista,2278,1,2,3,5,12,5,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Red,bot,Wuxx,Royal Never Give Up,Sivir,Zed,Bard,Kalista,2278,1,4,1,5,12,5,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60270,MSI,2016,2016-05-06 10:50:06,1.0,Red,sup,Mata,Royal Never Give Up,Braum,Zed,Bard,Kalista,2278,1,2,1,5,12,5,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Blue,top,Kikis,G2 Esports,Poppy,Maokai,Bard,Twisted Fate,1875,1,2,2,9,19,7,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Blue,jng,Trick,G2 Esports,Graves,Maokai,Bard,Twisted Fate,1875,1,6,1,8,19,7,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Blue,mid,Perkz,G2 Esports,Ryze,Maokai,Bard,Twisted Fate,1875,1,6,2,7,19,7,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Blue,bot,Emperor,G2 Esports,Ezreal,Maokai,Bard,Twisted Fate,1875,1,4,2,8,19,7,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Blue,sup,Hybrid,G2 Esports,Braum,Maokai,Bard,Twisted Fate,1875,1,1,0,8,19,7,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Red,top,fabFabulous,SuperMassive Esports,Ekko,Zed,Nidalee,Azir,1875,0,2,4,2,7,19,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Red,jng,Stomaged,SuperMassive Esports,Kindred,Zed,Nidalee,Azir,1875,0,0,5,2,7,19,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Red,mid,Naru,SuperMassive Esports,LeBlanc,Zed,Nidalee,Azir,1875,0,5,4,1,7,19,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Red,bot,Achuu,SuperMassive Esports,Lucian,Zed,Nidalee,Azir,1875,0,0,2,3,7,19,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60305,MSI,2016,2016-05-07 06:27:35,1.0,Red,sup,Dumbledoge,SuperMassive Esports,Soraka,Zed,Nidalee,Azir,1875,0,0,4,2,7,19,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Blue,top,Looper,Royal Never Give Up,Poppy,Ezreal,Braum,Ekko,1747,1,2,0,10,14,3,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Blue,jng,Mlxg,Royal Never Give Up,Nidalee,Ezreal,Braum,Ekko,1747,1,6,0,5,14,3,1.0,1.0,0.0,0.0,1.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Blue,mid,Xiaohu,Royal Never Give Up,Azir,Ezreal,Braum,Ekko,1747,1,4,0,7,14,3,2.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Blue,bot,Wuxx,Royal Never Give Up,Lucian,Ezreal,Braum,Ekko,1747,1,2,2,6,14,3,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Blue,sup,Mata,Royal Never Give Up,Alistar,Ezreal,Braum,Ekko,1747,1,0,1,7,14,3,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Red,top,MMD,Flash Wolves,Maokai,Twitch,Sivir,Kindred,1747,0,1,3,1,3,14,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Red,jng,Karsa,Flash Wolves,Graves,Twitch,Sivir,Kindred,1747,0,1,2,0,3,14,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Red,mid,Maple,Flash Wolves,Ryze,Twitch,Sivir,Kindred,1747,0,1,3,2,3,14,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Red,bot,NL,Flash Wolves,Caitlyn,Twitch,Sivir,Kindred,1747,0,0,2,2,3,14,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60308,MSI,2016,2016-05-07 07:15:22,1.0,Red,sup,SwordArt,Flash Wolves,Morgana,Twitch,Sivir,Kindred,1747,0,0,4,2,3,14,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Blue,top,Duke,SK Telecom T1,Ekko,Caitlyn,Azir,Soraka,1992,1,2,1,3,12,7,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Blue,jng,Blank,SK Telecom T1,Graves,Caitlyn,Azir,Soraka,1992,1,5,1,5,12,7,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Blue,mid,Faker,SK Telecom T1,Zilean,Caitlyn,Azir,Soraka,1992,1,2,1,6,12,7,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Blue,bot,Bang,SK Telecom T1,Sivir,Caitlyn,Azir,Soraka,1992,1,3,1,9,12,7,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Blue,sup,Wolf,SK Telecom T1,Braum,Caitlyn,Azir,Soraka,1992,1,0,3,9,12,7,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Red,top,Darshan,Counter Logic Gaming,Poppy,Alistar,Ryze,Maokai,1992,0,0,2,4,7,12,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Red,jng,Xmithie,Counter Logic Gaming,Kindred,Alistar,Ryze,Maokai,1992,0,0,3,4,7,12,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Red,mid,huhi,Counter Logic Gaming,Aurelion Sol,Alistar,Ryze,Maokai,1992,0,2,2,3,7,12,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Red,bot,Stixxay,Counter Logic Gaming,Kalista,Alistar,Ryze,Maokai,1992,0,5,2,1,7,12,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60322,MSI,2016,2016-05-07 08:27:46,1.0,Red,sup,aphromoo,Counter Logic Gaming,Bard,Alistar,Ryze,Maokai,1992,0,0,3,7,7,12,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Blue,top,MMD,Flash Wolves,Ekko,Sivir,Bard,Ryze,2374,1,5,0,7,17,5,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Blue,jng,Karsa,Flash Wolves,Kindred,Sivir,Bard,Ryze,2374,1,3,1,8,17,5,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Blue,mid,Maple,Flash Wolves,LeBlanc,Sivir,Bard,Ryze,2374,1,3,2,11,17,5,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Blue,bot,NL,Flash Wolves,Ezreal,Sivir,Bard,Ryze,2374,1,6,2,6,17,5,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Blue,sup,SwordArt,Flash Wolves,Alistar,Sivir,Bard,Ryze,2374,1,0,0,11,17,5,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Red,top,Kikis,G2 Esports,Maokai,Nidalee,Poppy,Graves,2374,0,2,4,2,5,17,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Red,jng,Trick,G2 Esports,Lee Sin,Nidalee,Poppy,Graves,2374,0,0,5,5,5,17,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Red,mid,Perkz,G2 Esports,Azir,Nidalee,Poppy,Graves,2374,0,1,2,2,5,17,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Red,bot,Emperor,G2 Esports,Lucian,Nidalee,Poppy,Graves,2374,0,2,3,1,5,17,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60323,MSI,2016,2016-05-07 09:08:19,1.0,Red,sup,Hybrid,G2 Esports,Braum,Nidalee,Poppy,Graves,2374,0,0,3,3,5,17,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Blue,top,Darshan,Counter Logic Gaming,Poppy,Twitch,Alistar,Maokai,2534,1,1,3,9,22,20,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Blue,jng,Xmithie,Counter Logic Gaming,Kindred,Twitch,Alistar,Maokai,2534,1,7,4,9,22,20,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Blue,mid,huhi,Counter Logic Gaming,Azir,Twitch,Alistar,Maokai,2534,1,2,5,6,22,20,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Blue,bot,Stixxay,Counter Logic Gaming,Kalista,Twitch,Alistar,Maokai,2534,1,11,4,7,22,20,1.0,1.0,0.0,0.0,0.0,0.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Blue,sup,aphromoo,Counter Logic Gaming,Morgana,Twitch,Alistar,Maokai,2534,1,1,4,15,22,20,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Red,top,Looper,Royal Never Give Up,Ekko,Caitlyn,Soraka,Bard,2534,0,3,3,7,20,22,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Red,jng,Mlxg,Royal Never Give Up,Nidalee,Caitlyn,Soraka,Bard,2534,0,7,5,9,20,22,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Red,mid,Xiaohu,Royal Never Give Up,Zed,Caitlyn,Soraka,Bard,2534,0,5,3,5,20,22,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Red,bot,Wuxx,Royal Never Give Up,Lucian,Caitlyn,Soraka,Bard,2534,0,5,5,6,20,22,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60329,MSI,2016,2016-05-07 10:11:55,1.0,Red,sup,Mata,Royal Never Give Up,Thresh,Caitlyn,Soraka,Bard,2534,0,0,6,6,20,22,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Blue,top,fabFabulous,SuperMassive Esports,Maokai,Ryze,Alistar,Nidalee,1707,0,0,4,2,7,22,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Blue,jng,Stomaged,SuperMassive Esports,Graves,Ryze,Alistar,Nidalee,1707,0,3,5,4,7,22,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Blue,mid,Naru,SuperMassive Esports,Lissandra,Ryze,Alistar,Nidalee,1707,0,2,3,3,7,22,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Blue,bot,Achuu,SuperMassive Esports,Lucian,Ryze,Alistar,Nidalee,1707,0,2,3,2,7,22,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Blue,sup,Dumbledoge,SuperMassive Esports,Thresh,Ryze,Alistar,Nidalee,1707,0,0,7,6,7,22,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Red,top,Duke,SK Telecom T1,Ekko,Bard,LeBlanc,Fizz,1707,1,1,0,9,22,7,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Red,jng,Blank,SK Telecom T1,Kindred,Bard,LeBlanc,Fizz,1707,1,10,1,7,22,7,1.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Red,mid,Faker,SK Telecom T1,Azir,Bard,LeBlanc,Fizz,1707,1,7,1,5,22,7,2.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Red,bot,Bang,SK Telecom T1,Ezreal,Bard,LeBlanc,Fizz,1707,1,4,1,13,22,7,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60334,MSI,2016,2016-05-07 11:19:27,1.0,Red,sup,Wolf,SK Telecom T1,Braum,Bard,LeBlanc,Fizz,1707,1,0,4,15,22,7,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Blue,top,Looper,Royal Never Give Up,Ekko,Twisted Fate,Bard,Kindred,1398,1,4,2,5,17,6,2.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Blue,jng,Mlxg,Royal Never Give Up,Graves,Twisted Fate,Bard,Kindred,1398,1,3,0,9,17,6,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Blue,mid,Xiaohu,Royal Never Give Up,Azir,Twisted Fate,Bard,Kindred,1398,1,4,1,4,17,6,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Blue,bot,Wuxx,Royal Never Give Up,Twitch,Twisted Fate,Bard,Kindred,1398,1,4,1,10,17,6,0.0,0.0,0.0,0.0,1.0,0.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Blue,sup,Mata,Royal Never Give Up,Braum,Twisted Fate,Bard,Kindred,1398,1,2,2,10,17,6,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Red,top,Thaldrin,SuperMassive Esports,Maokai,Nidalee,Alistar,Ryze,1398,0,2,4,2,6,17,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Red,jng,Stomaged,SuperMassive Esports,Elise,Nidalee,Alistar,Ryze,1398,0,2,4,2,6,17,0.0,0.0,0.0,0.0,0.0,1.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Red,mid,Naru,SuperMassive Esports,Zed,Nidalee,Alistar,Ryze,1398,0,2,5,2,6,17,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Red,bot,Achuu,SuperMassive Esports,Lucian,Nidalee,Alistar,Ryze,1398,0,0,2,1,6,17,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/60358,MSI,2016,2016-05-08 02:57:31,1.0,Red,sup,Dumbledoge,SuperMassive Esports,Thresh,Nidalee,Alistar,Ryze,1398,0,0,2,5,6,17,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/50384,MSI,2016,2016-05-08 04:17:19,1.0,Blue,top,MMD,Flash Wolves,Poppy,Aurelion Sol,Nidalee,Azir,2231,0,1,3,4,9,13,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/50384,MSI,2016,2016-05-08 04:17:19,1.0,Blue,jng,Karsa,Flash Wolves,Kindred,Aurelion Sol,Nidalee,Azir,2231,0,3,3,2,9,13,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/50384,MSI,2016,2016-05-08 04:17:19,1.0,Blue,mid,Maple,Flash Wolves,Karma,Aurelion Sol,Nidalee,Azir,2231,0,1,2,5,9,13,0.0,0.0,0.0,0.0,0.0,0.0
TRLT3/50384,MSI,2016,2016-05-08 04:17:19,1.0,Blue,bot,NL,Flash Wolves,Ezreal,Aurelion Sol,Nidalee,Azir,2231,0,4,1,2,9,13,1.0,0.0,0.0,0.0,0.0,0.0
TRLT3/50384,MSI,2016,2016-05-08 04:17:19,1.0,Blue,sup,SwordArt,Flash Wolves,Bard,Aurelion Sol,Nidalee,Azir,2231,0,0,4,6,9,13,0.0,0.0,0.0,0.0,0.0,1.0
