"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"PraY","Longzhu Gaming","ADC",9,"67%","56%",36,17,48,4.9,"73.7%","31.6%","18.7%","33%",128,-177,0.8,9.7,"30.6%",681,"33.8%",,312,"24.5%",,0.41,0.07,0.26
"Rascal","Longzhu Gaming","Top",1,"100%","100%",2,2,14,8,"100.0%","12.5%","20.0%","100%",102,243,3,9.4,"29.0%",394,"13.7%",,298,"20.9%",,0.65,0.12,0.18
"Rekkles","Fnatic","ADC",12,"42%","67%",35,21,43,3.7,"66.7%","29.9%","16.7%","42%",141,1,3.9,11.1,"37.5%",603,"32.7%",,328,"27.4%",,0.27,0.03,0.35
"Ruler","Samsung Galaxy","ADC",16,"81%","69%",49,17,76,7.4,"77.6%","30.4%","15.0%","19%",60,130,0.8,10.2,"31.6%",651,"32.1%",,321,"25.0%",,0.53,0.27,0.44
"Scout","EDward Gaming","Middle",6,"33%","33%",20,13,36,4.3,"75.7%","27.0%","24.5%","50%",410,355,9.7,8.7,"27.4%",556,"28.2%",,280,"23.0%",,0.32,0.17,0.31
"Smoothie","Cloud9","Support",11,"45%","36%",3,13,80,6.4,"81.4%","2.9%","12.3%","9%",-55,-15,-3.1,0.7,"1.7%",73,"3.5%",,170,"14.4%",,1.21,0.4,0.18
"Sneaky","Cloud9","ADC",11,"45%","18%",30,20,45,3.8,"73.5%","29.4%","18.9%","0%",-51,42,-0.6,9.3,"30.9%",750,"33.7%",,284,"24.3%",,0.38,0.11,0.38
"sOAZ","Fnatic","Top",12,"42%","58%",30,40,35,1.6,"55.6%","25.6%","31.7%","17%",-76,-92,-7,7,"20.8%",350,"20.1%",,218,"18.6%",,0.53,0.11,0.15
"Svenskeren","TSM","Jungle",7,"43%","57%",6,22,32,1.7,"77.6%","12.2%","27.8%","0%",-337,-298,-6.4,3.4,"10.0%",189,"10.6%",,168,"15.2%",,0.9,0.18,0.23
"SwordArt","Flash Wolves","Support",6,"17%","67%",0,9,38,4.2,"88.4%","0.0%","15.5%","67%",-9,183,-1.2,0.5,"1.6%",78,"4.4%",,158,"14.5%",,1.02,0.28,0.16
"Sya","GAM Esports","Support",4,"25%","75%",3,13,22,1.9,"55.6%","6.7%","19.4%","0%",-444,-186,-9.5,0.5,"2.1%",137,"7.0%",,176,"15.1%",,1.14,0.34,0.31
"Thaldrin","Fenerbahçe Esports","Top",6,"0%","17%",2,19,12,0.7,"48.3%","6.9%","24.4%","0%",-378,-308,-8.5,7.8,"24.1%",403,"24.1%",,200,"19.9%",,0.53,0.11,0.1
"Trick","G2 Esports","Jungle",6,"50%","83%",3,13,41,3.4,"78.6%","5.4%","27.7%","83%",-13,-206,-1.7,4.1,"10.5%",201,"9.4%",,184,"15.6%",,0.85,0.27,0.27
"Uzi","Royal Never Give Up","ADC",15,"67%","40%",76,14,43,8.5,"75.3%","48.1%","12.8%","13%",-71,61,1.2,10.8,"35.7%",732,"38.5%",,340,"27.4%",,0.4,0.1,0.37
"Westdoor","ahq eSports Club","Middle",4,"50%","50%",7,6,14,3.5,"75.0%","25.0%","18.8%","25%",-433,-367,-20.8,8.5,"27.6%",471,"27.8%",,244,"22.2%",,0.3,0.13,0.25
"Wolf","SK Telecom T1","Support",19,"58%","74%",8,32,117,3.9,"73.5%","4.7%","18.3%","21%",14,5,2,0.9,"3.0%",101,"6.0%",,163,"13.5%",,1.12,0.35,0.33
"Xiaohu","Royal Never Give Up","Middle",15,"67%","60%",33,16,88,7.6,"76.6%","20.9%","14.7%","13%",62,-1,2.3,9.4,"28.4%",463,"25.8%",,281,"23.2%",,0.33,0.19,0.29
"xiye","Team WE","Middle",15,"60%","27%",46,23,65,4.8,"77.6%","32.2%","19.2%","20%",-24,12,-2.5,9.2,"29.4%",553,"27.6%",,286,"24.1%",,0.41,0.14,0.18
"Xmithie","Immortals","Jungle",7,"29%","43%",10,14,30,2.9,"67.8%","16.9%","18.4%","43%",-254,65,-11.6,3.8,"12.0%",288,"16.1%",,177,"16.1%",,1.01,0.31,0.29
"Ziv","ahq eSports Club","Top",6,"33%","50%",4,10,22,2.6,"76.5%","11.8%","19.2%","17%",1,70,-1.2,7.9,"24.3%",364,"25.6%",,210,"20.9%",,0.54,0.07,0.11
"Zven","G2 Esports","ADC",6,"50%","33%",24,10,14,3.8,"67.9%","42.9%","21.3%","0%",38,-120,2.5,10.3,"32.7%",851,"40.6%",,316,"25.9%",,0.38,0.12,0.4
