"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Slayder","GAM Esports","ADC",7,"29%","43%",14,12,18,2.7,"55.2%","24.1%","12.5%","29%",-150,-58,-1.6,10.2,"36.2%",315,"19.0%","20.9%",290,"26.7%",0,0.46,0.16,0.33
"Summit","Team Liquid","Top",5,"20%","60%",6,16,13,1.2,"43.2%","13.6%","20.8%","0%",-434,-24,-3.8,8,"24.7%",349,"20.6%","19.5%",233,"22.1%",0,0.4,0.19,0.22
"Tarzan","LNG Esports","Jungle",11,"45%","55%",16,25,68,3.4,"81.6%","15.5%","23.4%","55%",-86,132,2.3,5.5,"14.0%",260,"14.1%","14.5%",195,"17.5%",2,0.41,0.28,0.42
"TheShy","Weibo Gaming","Top",19,"58%","53%",53,64,81,2.1,"54.0%","21.4%","27.2%","5%",154,164,4.2,8,"23.6%",594,"26.7%","23.7%",257,"22.1%",0,0.34,0.17,0.19
"Trymbi","Fnatic","Support",9,"44%","67%",8,33,73,2.5,"71.1%","7.0%","23.9%","33%",-120,-103,-1.7,1,"2.2%",135,"6.4%","5.8%",109,"9.3%",0,1.32,0.24,0.28
"Weiwei","Weibo Gaming","Jungle",19,"58%","26%",29,49,137,3.4,"66.9%","11.7%","20.9%","42%",-163,-183,-4.7,4.9,"13.2%",274,"12.2%","13.1%",187,"16.2%",2,0.41,0.35,0.34
"Xiaohu","Weibo Gaming","Middle",19,"58%","63%",67,45,102,3.8,"68.1%","27.0%","19.1%","11%",-58,4,2.4,8.8,"27.6%",584,"25.5%","26.1%",287,"24.9%",0,0.38,0.18,0.3
"XUN","Bilibili Gaming","Jungle",18,"50%","44%",48,36,127,4.9,"75.8%","20.8%","17.3%","44%",62,-40,0.8,5.5,"15.3%",297,"13.4%","13.6%",208,"18.0%",0,0.34,0.3,0.33
"Yagao","Bilibili Gaming","Middle",18,"50%","44%",51,45,108,3.5,"68.8%","22.1%","21.6%","28%",-6,-93,-4.2,8.2,"24.2%",577,"26.8%","28.0%",261,"22.6%",0,0.4,0.14,0.24
"Yeon","Team Liquid","ADC",5,"20%","60%",7,12,12,1.6,"43.2%","15.9%","15.6%","20%",-56,41,7.4,9.3,"29.0%",423,"25.2%","26.5%",265,"25.1%",0,0.46,0.2,0.3
"Yike","G2 Esports","Jungle",9,"33%","44%",13,31,55,2.2,"73.9%","14.1%","18.3%","22%",-69,-188,-8.2,4.9,"13.3%",423,"19.5%","22.0%",190,"17.5%",1,0.32,0.23,0.24
"Zeus","T1","Top",15,"87%","67%",58,23,56,5,"54.3%","27.6%","22.8%","33%",112,116,1.7,9.4,"28.9%",632,"28.9%","28.6%",316,"25.1%",0,0.39,0.19,0.16
"Zika","LNG Esports","Top",11,"45%","55%",16,23,30,2,"44.7%","15.5%","21.5%","27%",72,87,2.6,8.9,"27.2%",437,"25.4%","21.9%",257,"23.2%",0,0.43,0.17,0.2
"Zven","Cloud9","Support",6,"33%","67%",3,24,36,1.6,"55.7%","4.3%","28.6%","33%",9,217,1.7,1.2,"3.0%",141,"7.8%","7.1%",99,"8.5%",0,1.65,0.28,0.47
