id_igre,league,date,game,teamname,result
419,MSI,2016-05-13 03:40:43,1.0,Royal Never Give Up,1
420,MSI,2016-05-13 03:40:43,1.0,SK Telecom T1,0
421,MSI,2016-05-13 06:45:10,2.0,Royal Never Give Up,0
422,MSI,2016-05-13 06:45:10,2.0,SK Telecom T1,1
423,MSI,2016-05-13 07:35:30,3.0,Royal Never Give Up,0
424,MSI,2016-05-13 07:35:30,3.0,SK Telecom T1,1
425,MSI,2016-05-13 08:36:00,4.0,Royal Never Give Up,0
426,MSI,2016-05-13 08:36:00,4.0,SK Telecom T1,1
427,MSI,2016-05-14 05:11:50,1.0,Counter Logic Gaming,1
428,MSI,2016-05-14 05:11:50,1.0,Flash Wolves,0
429,MSI,2016-05-14 06:30:23,2.0,Counter Logic Gaming,0
430,MSI,2016-05-14 06:30:23,2.0,Flash Wolves,1
431,MSI,2016-05-14 07:30:22,3.0,Counter Logic Gaming,1
432,MSI,2016-05-14 07:30:22,3.0,Flash Wolves,0
433,MSI,2016-05-14 08:33:04,4.0,Counter Logic Gaming,1
434,MSI,2016-05-14 08:33:04,4.0,Flash Wolves,0
435,MSI,2016-05-15 03:11:42,1.0,Counter Logic Gaming,0
436,MSI,2016-05-15 03:11:42,1.0,SK Telecom T1,1
437,MSI,2016-05-15 06:30:44,2.0,Counter Logic Gaming,0
438,MSI,2016-05-15 06:30:44,2.0,SK Telecom T1,1
439,MSI,2016-05-15 07:26:30,3.0,Counter Logic Gaming,0
440,MSI,2016-05-15 07:26:30,3.0,SK Telecom T1,1
441,WLDs,2016-09-29 22:28:50,1.0,G2 Esports,0
442,WLDs,2016-09-29 22:28:50,1.0,Counter Logic Gaming,1
443,WLDs,2016-09-30 00:20:21,1.0,ROX Tigers,1
444,WLDs,2016-09-30 00:20:21,1.0,Albus NoX Luna,0
445,WLDs,2016-09-30 01:15:55,1.0,H2k-Gaming,0
446,WLDs,2016-09-30 01:15:55,1.0,ahq eSports Club,1
447,WLDs,2016-09-30 02:35:24,1.0,INTZ,1
448,WLDs,2016-09-30 02:35:24,1.0,EDward Gaming,0
449,WLDs,2016-09-30 03:45:42,1.0,Samsung Galaxy,1
450,WLDs,2016-09-30 03:45:42,1.0,Splyce,0
451,WLDs,2016-09-30 05:32:03,1.0,TSM,0
452,WLDs,2016-09-30 05:32:03,1.0,Royal Never Give Up,1
453,WLDs,2016-09-30 22:00:47,1.0,SK Telecom T1,1
454,WLDs,2016-09-30 22:00:47,1.0,Cloud9,0
455,WLDs,2016-09-30 23:59:41,1.0,Flash Wolves,0
456,WLDs,2016-09-30 23:59:41,1.0,I May,1
457,WLDs,2016-10-01 01:12:52,1.0,TSM,1
458,WLDs,2016-10-01 01:12:52,1.0,Samsung Galaxy,0
459,WLDs,2016-10-01 02:17:34,1.0,Royal Never Give Up,1
460,WLDs,2016-10-01 02:17:34,1.0,Splyce,0
461,WLDs,2016-10-01 03:12:08,1.0,H2k-Gaming,1
462,WLDs,2016-10-01 03:12:08,1.0,INTZ,0
463,WLDs,2016-10-01 04:06:27,1.0,EDward Gaming,1
464,WLDs,2016-10-01 04:06:27,1.0,ahq eSports Club,0
465,WLDs,2016-10-01 21:06:45,1.0,Counter Logic Gaming,0
466,WLDs,2016-10-01 21:06:45,1.0,Albus NoX Luna,1
467,WLDs,2016-10-01 23:58:56,1.0,ROX Tigers,1
468,WLDs,2016-10-01 23:58:56,1.0,G2 Esports,0
469,WLDs,2016-10-02 01:16:22,1.0,Flash Wolves,0
470,WLDs,2016-10-02 01:16:22,1.0,Cloud9,1
471,WLDs,2016-10-02 02:55:43,1.0,I May,0
472,WLDs,2016-10-02 02:55:43,1.0,SK Telecom T1,1
473,WLDs,2016-10-02 03:54:14,1.0,Splyce,0
474,WLDs,2016-10-02 03:54:14,1.0,TSM,1
475,WLDs,2016-10-02 05:02:50,1.0,Royal Never Give Up,0
476,WLDs,2016-10-02 05:02:50,1.0,Samsung Galaxy,1
477,WLDs,2016-10-02 21:59:53,1.0,ahq eSports Club,1
478,WLDs,2016-10-02 21:59:53,1.0,INTZ,0
479,WLDs,2016-10-02 23:57:01,1.0,EDward Gaming,1
480,WLDs,2016-10-02 23:57:01,1.0,H2k-Gaming,0
481,WLDs,2016-10-03 01:01:32,1.0,Albus NoX Luna,1
482,WLDs,2016-10-03 01:01:32,1.0,G2 Esports,0
483,WLDs,2016-10-03 02:09:12,1.0,Counter Logic Gaming,1
484,WLDs,2016-10-03 02:09:12,1.0,ROX Tigers,0
485,WLDs,2016-10-03 03:39:25,1.0,SK Telecom T1,0
486,WLDs,2016-10-03 03:39:25,1.0,Flash Wolves,1
487,WLDs,2016-10-03 04:26:48,1.0,Cloud9,1
488,WLDs,2016-10-03 04:26:48,1.0,I May,0
489,WLDs,2016-10-06 22:55:32,1.0,G2 Esports,0
490,WLDs,2016-10-06 22:55:32,1.0,ROX Tigers,1
491,WLDs,2016-10-06 23:58:17,1.0,Albus NoX Luna,1
492,WLDs,2016-10-06 23:58:17,1.0,Counter Logic Gaming,0
493,WLDs,2016-10-07 00:53:01,1.0,Counter Logic Gaming,1
494,WLDs,2016-10-07 00:53:01,1.0,G2 Esports,0
495,WLDs,2016-10-07 02:05:43,1.0,Albus NoX Luna,1
496,WLDs,2016-10-07 02:05:43,1.0,ROX Tigers,0
497,WLDs,2016-10-07 03:28:55,1.0,G2 Esports,1
498,WLDs,2016-10-07 03:28:55,1.0,Albus NoX Luna,0
499,WLDs,2016-10-07 04:30:16,1.0,ROX Tigers,1
500,WLDs,2016-10-07 04:30:16,1.0,Counter Logic Gaming,0
501,WLDs,2016-10-07 05:36:16,1.0,ROX Tigers,1
502,WLDs,2016-10-07 05:36:16,1.0,Albus NoX Luna,0
503,WLDs,2016-10-07 22:51:46,1.0,EDward Gaming,1
504,WLDs,2016-10-07 22:51:46,1.0,INTZ,0
505,WLDs,2016-10-07 23:58:33,1.0,ahq eSports Club,0
506,WLDs,2016-10-07 23:58:33,1.0,H2k-Gaming,1
507,WLDs,2016-10-08 01:03:58,1.0,H2k-Gaming,1
508,WLDs,2016-10-08 01:03:58,1.0,EDward Gaming,0
509,WLDs,2016-10-08 02:13:26,1.0,INTZ,0
510,WLDs,2016-10-08 02:13:26,1.0,ahq eSports Club,1
511,WLDs,2016-10-08 03:03:48,1.0,INTZ,0
512,WLDs,2016-10-08 03:03:48,1.0,H2k-Gaming,1
513,WLDs,2016-10-08 03:56:45,1.0,ahq eSports Club,0
514,WLDs,2016-10-08 03:56:45,1.0,EDward Gaming,1
515,WLDs,2016-10-08 05:17:44,1.0,H2k-Gaming,1
516,WLDs,2016-10-08 05:17:44,1.0,EDward Gaming,0
517,WLDs,2016-10-08 19:03:30,1.0,Samsung Galaxy,1
518,WLDs,2016-10-08 19:03:30,1.0,TSM,0
519,WLDs,2016-10-08 21:04:31,1.0,Splyce,1
520,WLDs,2016-10-08 21:04:31,1.0,Royal Never Give Up,0
521,WLDs,2016-10-08 22:05:39,1.0,TSM,1
522,WLDs,2016-10-08 22:05:39,1.0,Splyce,0
523,WLDs,2016-10-08 22:56:59,1.0,Samsung Galaxy,1
524,WLDs,2016-10-08 22:56:59,1.0,Royal Never Give Up,0
525,WLDs,2016-10-08 23:42:30,1.0,Splyce,0
526,WLDs,2016-10-08 23:42:30,1.0,Samsung Galaxy,1
527,WLDs,2016-10-09 00:25:40,1.0,Royal Never Give Up,1
528,WLDs,2016-10-09 00:25:40,1.0,TSM,0
529,WLDs,2016-10-09 18:59:58,1.0,I May,1
530,WLDs,2016-10-09 18:59:58,1.0,Flash Wolves,0
531,WLDs,2016-10-09 20:59:33,1.0,Cloud9,0
532,WLDs,2016-10-09 20:59:33,1.0,SK Telecom T1,1
533,WLDs,2016-10-09 22:16:58,1.0,Cloud9,0
534,WLDs,2016-10-09 22:16:58,1.0,Flash Wolves,1
535,WLDs,2016-10-09 23:23:34,1.0,SK Telecom T1,1
536,WLDs,2016-10-09 23:23:34,1.0,I May,0
537,WLDs,2016-10-10 00:34:34,1.0,I May,0
538,WLDs,2016-10-10 00:34:34,1.0,Cloud9,1
539,WLDs,2016-10-10 01:49:14,1.0,Flash Wolves,0
540,WLDs,2016-10-10 01:49:14,1.0,SK Telecom T1,1
541,WLDs,2016-10-13 21:50:36,1.0,Samsung Galaxy,1
542,WLDs,2016-10-13 21:50:36,1.0,Cloud9,0
543,WLDs,2016-10-13 22:55:08,2.0,Cloud9,0
544,WLDs,2016-10-13 22:55:08,2.0,Samsung Galaxy,1
545,WLDs,2016-10-14 00:00:36,3.0,Samsung Galaxy,1
546,WLDs,2016-10-14 00:00:36,3.0,Cloud9,0
547,WLDs,2016-10-14 21:42:17,1.0,SK Telecom T1,0
548,WLDs,2016-10-14 21:42:17,1.0,Royal Never Give Up,1
549,WLDs,2016-10-14 23:21:56,2.0,Royal Never Give Up,0
550,WLDs,2016-10-14 23:21:56,2.0,SK Telecom T1,1
551,WLDs,2016-10-15 00:31:49,3.0,SK Telecom T1,1
552,WLDs,2016-10-15 00:31:49,3.0,Royal Never Give Up,0
553,WLDs,2016-10-15 01:30:35,4.0,Royal Never Give Up,0
554,WLDs,2016-10-15 01:30:35,4.0,SK Telecom T1,1
555,WLDs,2016-10-15 21:21:04,1.0,ROX Tigers,1
556,WLDs,2016-10-15 21:21:04,1.0,EDward Gaming,0
557,WLDs,2016-10-15 23:04:59,2.0,EDward Gaming,0
558,WLDs,2016-10-15 23:04:59,2.0,ROX Tigers,1
559,WLDs,2016-10-15 23:54:37,3.0,ROX Tigers,0
560,WLDs,2016-10-15 23:54:37,3.0,EDward Gaming,1
561,WLDs,2016-10-16 00:51:13,4.0,EDward Gaming,0
562,WLDs,2016-10-16 00:51:13,4.0,ROX Tigers,1
563,WLDs,2016-10-16 21:39:46,1.0,H2k-Gaming,1
564,WLDs,2016-10-16 21:39:46,1.0,Albus NoX Luna,0
565,WLDs,2016-10-16 23:07:30,2.0,Albus NoX Luna,0
566,WLDs,2016-10-16 23:07:30,2.0,H2k-Gaming,1
567,WLDs,2016-10-16 23:56:13,3.0,H2k-Gaming,1
568,WLDs,2016-10-16 23:56:13,3.0,Albus NoX Luna,0
569,WLDs,2016-10-21 21:50:52,1.0,ROX Tigers,0
570,WLDs,2016-10-21 21:50:52,1.0,SK Telecom T1,1
571,WLDs,2016-10-21 23:13:49,2.0,SK Telecom T1,0
572,WLDs,2016-10-21 23:13:49,2.0,ROX Tigers,1
573,WLDs,2016-10-22 00:13:26,3.0,ROX Tigers,1
574,WLDs,2016-10-22 00:13:26,3.0,SK Telecom T1,0
575,WLDs,2016-10-22 01:14:26,4.0,SK Telecom T1,1
576,WLDs,2016-10-22 01:14:26,4.0,ROX Tigers,0
577,WLDs,2016-10-22 02:23:11,5.0,ROX Tigers,0
578,WLDs,2016-10-22 02:23:11,5.0,SK Telecom T1,1
579,WLDs,2016-10-22 20:50:50,1.0,Samsung Galaxy,1
580,WLDs,2016-10-22 20:50:50,1.0,H2k-Gaming,0
581,WLDs,2016-10-22 23:12:08,2.0,H2k-Gaming,0
582,WLDs,2016-10-22 23:12:08,2.0,Samsung Galaxy,1
583,WLDs,2016-10-23 00:06:36,3.0,Samsung Galaxy,1
584,WLDs,2016-10-23 00:06:36,3.0,H2k-Gaming,0
585,WLDs,2016-10-29 21:53:34,1.0,Samsung Galaxy,0
586,WLDs,2016-10-29 21:53:34,1.0,SK Telecom T1,1
587,WLDs,2016-10-30 00:32:37,2.0,SK Telecom T1,1
588,WLDs,2016-10-30 00:32:37,2.0,Samsung Galaxy,0
589,WLDs,2016-10-30 01:31:08,3.0,Samsung Galaxy,1
590,WLDs,2016-10-30 01:31:08,3.0,SK Telecom T1,0
591,WLDs,2016-10-30 03:04:47,4.0,SK Telecom T1,0
592,WLDs,2016-10-30 03:04:47,4.0,Samsung Galaxy,1
593,WLDs,2016-10-30 04:13:37,5.0,Samsung Galaxy,0
594,WLDs,2016-10-30 04:13:37,5.0,SK Telecom T1,1
595,MSI,2017-04-28 18:34:38,1.0,RED Canids,1
596,MSI,2017-04-28 18:34:38,1.0,Dire Wolves,0
597,MSI,2017-04-28 19:28:04,1.0,SuperMassive Esports,1
598,MSI,2017-04-28 19:28:04,1.0,Rampage,0
599,MSI,2017-04-28 20:33:00,1.0,RED Canids,1
600,MSI,2017-04-28 20:33:00,1.0,Rampage,0
601,MSI,2017-04-28 21:38:56,1.0,SuperMassive Esports,1
602,MSI,2017-04-28 21:38:56,1.0,Dire Wolves,0
603,MSI,2017-04-28 22:33:54,1.0,Dire Wolves,1
604,MSI,2017-04-28 22:33:54,1.0,Rampage,0
605,MSI,2017-04-28 23:26:52,1.0,SuperMassive Esports,1
606,MSI,2017-04-28 23:26:52,1.0,RED Canids,0
607,MSI,2017-04-29 17:55:15,1.0,Virtus.pro,0
608,MSI,2017-04-29 17:55:15,1.0,Lyon Gaming,1
609,MSI,2017-04-29 19:26:17,1.0,GAM Esports,1
610,MSI,2017-04-29 19:26:17,1.0,Isurus,0
611,MSI,2017-04-29 20:33:35,1.0,Virtus.pro,1
612,MSI,2017-04-29 20:33:35,1.0,Isurus,0
613,MSI,2017-04-29 21:30:33,1.0,GAM Esports,1
614,MSI,2017-04-29 21:30:33,1.0,Lyon Gaming,0
615,MSI,2017-04-29 22:46:58,1.0,Lyon Gaming,1
616,MSI,2017-04-29 22:46:58,1.0,Isurus,0
617,MSI,2017-04-29 23:39:36,1.0,GAM Esports,1
618,MSI,2017-04-29 23:39:36,1.0,Virtus.pro,0
619,MSI,2017-04-30 17:53:16,1.0,Rampage,0
620,MSI,2017-04-30 17:53:16,1.0,RED Canids,1
621,MSI,2017-04-30 18:57:30,1.0,Dire Wolves,0
622,MSI,2017-04-30 18:57:30,1.0,SuperMassive Esports,1
623,MSI,2017-04-30 19:59:57,1.0,Rampage,0
624,MSI,2017-04-30 19:59:57,1.0,SuperMassive Esports,1
625,MSI,2017-04-30 21:00:51,1.0,Dire Wolves,1
626,MSI,2017-04-30 21:00:51,1.0,RED Canids,0
627,MSI,2017-04-30 22:10:57,1.0,RED Canids,1
628,MSI,2017-04-30 22:10:57,1.0,SuperMassive Esports,0
629,MSI,2017-04-30 23:16:44,1.0,Rampage,1
630,MSI,2017-04-30 23:16:44,1.0,Dire Wolves,0
631,MSI,2017-05-01 18:00:05,1.0,Isurus,1
632,MSI,2017-05-01 18:00:05,1.0,Virtus.pro,0
633,MSI,2017-05-01 19:09:45,1.0,Lyon Gaming,0
634,MSI,2017-05-01 19:09:45,1.0,GAM Esports,1
635,MSI,2017-05-01 19:59:53,1.0,Isurus,0
636,MSI,2017-05-01 19:59:53,1.0,GAM Esports,1
637,MSI,2017-05-01 20:51:31,1.0,Lyon Gaming,1
638,MSI,2017-05-01 20:51:31,1.0,Virtus.pro,0
639,MSI,2017-05-01 22:04:31,1.0,Virtus.pro,1
640,MSI,2017-05-01 22:04:31,1.0,GAM Esports,0
641,MSI,2017-05-01 23:07:55,1.0,Isurus,0
642,MSI,2017-05-01 23:07:55,1.0,Lyon Gaming,1
643,MSI,2017-05-03 17:53:53,1.0,TSM,0
644,MSI,2017-05-03 17:53:53,1.0,GAM Esports,1
645,MSI,2017-05-03 19:01:06,2.0,GAM Esports,1
646,MSI,2017-05-03 19:01:06,2.0,TSM,0
647,MSI,2017-05-03 19:51:05,3.0,TSM,1
648,MSI,2017-05-03 19:51:05,3.0,GAM Esports,0
649,MSI,2017-05-03 20:40:45,4.0,TSM,1
650,MSI,2017-05-03 20:40:45,4.0,GAM Esports,0
651,MSI,2017-05-03 21:31:10,5.0,TSM,1
652,MSI,2017-05-03 21:31:10,5.0,GAM Esports,0
653,MSI,2017-05-04 17:49:43,1.0,Flash Wolves,1
654,MSI,2017-05-04 17:49:43,1.0,SuperMassive Esports,0
655,MSI,2017-05-04 18:51:31,2.0,SuperMassive Esports,0
656,MSI,2017-05-04 18:51:31,2.0,Flash Wolves,1
657,MSI,2017-05-04 19:40:25,3.0,Flash Wolves,1
658,MSI,2017-05-04 19:40:25,3.0,SuperMassive Esports,0
659,MSI,2017-05-06 17:55:36,1.0,SuperMassive Esports,0
660,MSI,2017-05-06 17:55:36,1.0,GAM Esports,1
661,MSI,2017-05-06 18:54:01,2.0,SuperMassive Esports,1
662,MSI,2017-05-06 18:54:01,2.0,GAM Esports,0
663,MSI,2017-05-06 19:51:11,3.0,SuperMassive Esports,0
664,MSI,2017-05-06 19:51:11,3.0,GAM Esports,1
665,MSI,2017-05-06 20:45:55,4.0,GAM Esports,1
666,MSI,2017-05-06 20:45:55,4.0,SuperMassive Esports,0
667,MSI,2017-05-10 16:58:42,1.0,G2 Esports,0
668,MSI,2017-05-10 16:58:42,1.0,SK Telecom T1,1
669,MSI,2017-05-10 19:25:32,1.0,Team WE,1
670,MSI,2017-05-10 19:25:32,1.0,Flash Wolves,0
671,MSI,2017-05-10 20:25:53,1.0,GAM Esports,1
672,MSI,2017-05-10 20:25:53,1.0,TSM,0
673,MSI,2017-05-10 21:35:50,1.0,Flash Wolves,0
674,MSI,2017-05-10 21:35:50,1.0,G2 Esports,1
675,MSI,2017-05-10 22:48:55,1.0,SK Telecom T1,1
676,MSI,2017-05-10 22:48:55,1.0,GAM Esports,0
677,MSI,2017-05-10 23:42:53,1.0,TSM,1
678,MSI,2017-05-10 23:42:53,1.0,Team WE,0
679,MSI,2017-05-11 15:22:27,1.0,SK Telecom T1,1
680,MSI,2017-05-11 15:22:27,1.0,TSM,0
681,MSI,2017-05-11 18:49:44,1.0,GAM Esports,0
682,MSI,2017-05-11 18:49:44,1.0,Flash Wolves,1
683,MSI,2017-05-11 19:56:22,1.0,G2 Esports,0
684,MSI,2017-05-11 19:56:22,1.0,Team WE,1
685,MSI,2017-05-11 20:49:03,1.0,Flash Wolves,1
686,MSI,2017-05-11 20:49:03,1.0,TSM,0
687,MSI,2017-05-11 21:48:31,1.0,GAM Esports,0
688,MSI,2017-05-11 21:48:31,1.0,G2 Esports,1
689,MSI,2017-05-11 22:54:47,1.0,Team WE,0
690,MSI,2017-05-11 22:54:47,1.0,SK Telecom T1,1
691,MSI,2017-05-12 17:09:35,1.0,G2 Esports,0
692,MSI,2017-05-12 17:09:35,1.0,TSM,1
693,MSI,2017-05-12 19:14:33,1.0,SK Telecom T1,1
694,MSI,2017-05-12 19:14:33,1.0,Flash Wolves,0
695,MSI,2017-05-12 20:16:36,1.0,GAM Esports,1
696,MSI,2017-05-12 20:16:36,1.0,Team WE,0
697,MSI,2017-05-12 21:13:47,1.0,G2 Esports,1
698,MSI,2017-05-12 21:13:47,1.0,Flash Wolves,0
699,MSI,2017-05-12 22:03:37,1.0,GAM Esports,0
700,MSI,2017-05-12 22:03:37,1.0,SK Telecom T1,1
701,MSI,2017-05-12 22:55:48,1.0,Team WE,1
702,MSI,2017-05-12 22:55:48,1.0,TSM,0
703,MSI,2017-05-13 17:09:46,1.0,Team WE,1
704,MSI,2017-05-13 17:09:46,1.0,G2 Esports,0
705,MSI,2017-05-13 19:01:53,1.0,TSM,1
706,MSI,2017-05-13 19:01:53,1.0,GAM Esports,0
707,MSI,2017-05-13 19:58:32,1.0,Flash Wolves,1
708,MSI,2017-05-13 19:58:32,1.0,SK Telecom T1,0
709,MSI,2017-05-13 21:01:39,1.0,G2 Esports,0
710,MSI,2017-05-13 21:01:39,1.0,GAM Esports,1
711,MSI,2017-05-13 22:06:36,1.0,TSM,0
712,MSI,2017-05-13 22:06:36,1.0,SK Telecom T1,1
713,MSI,2017-05-13 23:03:38,1.0,Flash Wolves,0
714,MSI,2017-05-13 23:03:38,1.0,Team WE,1
715,MSI,2017-05-14 17:14:07,1.0,SK Telecom T1,1
716,MSI,2017-05-14 17:14:07,1.0,G2 Esports,0
717,MSI,2017-05-14 18:50:39,1.0,TSM,1
718,MSI,2017-05-14 18:50:39,1.0,Flash Wolves,0
719,MSI,2017-05-14 20:05:25,1.0,Team WE,1
720,MSI,2017-05-14 20:05:25,1.0,GAM Esports,0
721,MSI,2017-05-14 20:57:46,1.0,TSM,0
722,MSI,2017-05-14 20:57:46,1.0,G2 Esports,1
723,MSI,2017-05-14 22:13:45,1.0,Flash Wolves,1
724,MSI,2017-05-14 22:13:45,1.0,GAM Esports,0
725,MSI,2017-05-14 23:09:42,1.0,SK Telecom T1,0
726,MSI,2017-05-14 23:09:42,1.0,Team WE,1
727,MSI,2017-05-15 00:10:08,1.0,Flash Wolves,1
728,MSI,2017-05-15 00:10:08,1.0,TSM,0
729,MSI,2017-05-19 16:31:28,1.0,SK Telecom T1,1
730,MSI,2017-05-19 16:31:28,1.0,Flash Wolves,0
731,MSI,2017-05-19 18:51:03,2.0,Flash Wolves,0
732,MSI,2017-05-19 18:51:03,2.0,SK Telecom T1,1
733,MSI,2017-05-19 19:40:45,3.0,SK Telecom T1,1
734,MSI,2017-05-19 19:40:45,3.0,Flash Wolves,0
735,MSI,2017-05-20 17:29:20,1.0,Team WE,0
736,MSI,2017-05-20 17:29:20,1.0,G2 Esports,1
737,MSI,2017-05-20 19:03:36,2.0,G2 Esports,1
738,MSI,2017-05-20 19:03:36,2.0,Team WE,0
739,MSI,2017-05-20 20:04:25,3.0,Team WE,1
740,MSI,2017-05-20 20:04:25,3.0,G2 Esports,0
741,MSI,2017-05-20 21:04:05,4.0,G2 Esports,1
742,MSI,2017-05-20 21:04:05,4.0,Team WE,0
743,MSI,2017-05-21 17:21:32,1.0,SK Telecom T1,1
744,MSI,2017-05-21 17:21:32,1.0,G2 Esports,0
745,MSI,2017-05-21 19:02:05,2.0,G2 Esports,1
746,MSI,2017-05-21 19:02:05,2.0,SK Telecom T1,0
747,MSI,2017-05-21 19:55:33,3.0,SK Telecom T1,1
748,MSI,2017-05-21 19:55:33,3.0,G2 Esports,0
749,MSI,2017-05-21 20:50:40,4.0,G2 Esports,0
750,MSI,2017-05-21 20:50:40,4.0,SK Telecom T1,1
751,WLDs,2017-09-23 05:02:38,1.0,Team WE,1
752,WLDs,2017-09-23 05:02:38,1.0,Lyon Gaming,0
753,WLDs,2017-09-23 06:27:22,1.0,Cloud9,1
754,WLDs,2017-09-23 06:27:22,1.0,Team oNe eSports,0
755,WLDs,2017-09-23 07:25:37,1.0,Gambit Esports,0
756,WLDs,2017-09-23 07:25:37,1.0,Lyon Gaming,1
757,WLDs,2017-09-23 08:24:27,1.0,Dire Wolves,0
758,WLDs,2017-09-23 08:24:27,1.0,Cloud9,1
759,WLDs,2017-09-23 09:16:37,1.0,Gambit Esports,0
760,WLDs,2017-09-23 09:16:37,1.0,Team WE,1
761,WLDs,2017-09-23 10:15:38,1.0,Dire Wolves,1
762,WLDs,2017-09-23 10:15:38,1.0,Team oNe eSports,0
763,WLDs,2017-09-24 04:44:37,1.0,Team oNe eSports,0
764,WLDs,2017-09-24 04:44:37,1.0,Cloud9,1
765,WLDs,2017-09-24 05:47:31,1.0,Lyon Gaming,0
766,WLDs,2017-09-24 05:47:31,1.0,Team WE,1
767,WLDs,2017-09-24 06:50:13,1.0,Cloud9,1
768,WLDs,2017-09-24 06:50:13,1.0,Dire Wolves,0
769,WLDs,2017-09-24 07:38:33,1.0,Lyon Gaming,1
770,WLDs,2017-09-24 07:38:33,1.0,Gambit Esports,0
771,WLDs,2017-09-24 08:39:50,1.0,Team oNe eSports,1
772,WLDs,2017-09-24 08:39:50,1.0,Dire Wolves,0
773,WLDs,2017-09-24 09:36:23,1.0,Team WE,1
774,WLDs,2017-09-24 09:36:23,1.0,Gambit Esports,0
775,WLDs,2017-09-24 10:23:34,1.0,Dire Wolves,0
776,WLDs,2017-09-24 10:23:34,1.0,Team oNe eSports,1
777,WLDs,2017-09-25 04:44:14,1.0,Young Generation,0
778,WLDs,2017-09-25 04:44:14,1.0,Kaos Latin Gamers,1
779,WLDs,2017-09-25 06:15:22,1.0,Rampage,0
780,WLDs,2017-09-25 06:15:22,1.0,Hong Kong Attitude,1
781,WLDs,2017-09-25 07:06:53,1.0,Fnatic,1
782,WLDs,2017-09-25 07:06:53,1.0,Kaos Latin Gamers,0
783,WLDs,2017-09-25 07:54:42,1.0,Hong Kong Attitude,0
784,WLDs,2017-09-25 07:54:42,1.0,Fenerbahçe Esports,1
785,WLDs,2017-09-25 09:28:12,1.0,Young Generation,0
786,WLDs,2017-09-25 09:28:12,1.0,Fnatic,1
787,WLDs,2017-09-25 11:17:44,1.0,Rampage,0
788,WLDs,2017-09-25 11:17:44,1.0,Fenerbahçe Esports,1
789,WLDs,2017-09-26 04:44:42,1.0,Hong Kong Attitude,1
790,WLDs,2017-09-26 04:44:42,1.0,Rampage,0
791,WLDs,2017-09-26 05:48:42,1.0,Kaos Latin Gamers,0
792,WLDs,2017-09-26 05:48:42,1.0,Young Generation,1
793,WLDs,2017-09-26 06:40:56,1.0,Fenerbahçe Esports,1
794,WLDs,2017-09-26 06:40:56,1.0,Rampage,0
795,WLDs,2017-09-26 07:40:03,1.0,Kaos Latin Gamers,0
796,WLDs,2017-09-26 07:40:03,1.0,Fnatic,1
797,WLDs,2017-09-26 08:30:24,1.0,Fenerbahçe Esports,0
798,WLDs,2017-09-26 08:30:24,1.0,Hong Kong Attitude,1
799,WLDs,2017-09-26 09:37:15,1.0,Fnatic,0
800,WLDs,2017-09-26 09:37:15,1.0,Young Generation,1
801,WLDs,2017-09-26 10:33:50,1.0,Hong Kong Attitude,0
802,WLDs,2017-09-26 10:33:50,1.0,Fenerbahçe Esports,1
803,WLDs,2017-09-28 02:55:14,1.0,Cloud9,1
804,WLDs,2017-09-28 02:55:14,1.0,Lyon Gaming,0
805,WLDs,2017-09-28 03:50:34,2.0,Lyon Gaming,0
806,WLDs,2017-09-28 03:50:34,2.0,Cloud9,1
807,WLDs,2017-09-28 05:13:31,3.0,Cloud9,1
808,WLDs,2017-09-28 05:13:31,3.0,Lyon Gaming,0
809,WLDs,2017-09-28 06:08:34,1.0,Fnatic,1
810,WLDs,2017-09-28 06:08:34,1.0,Hong Kong Attitude,0
811,WLDs,2017-09-28 07:07:56,2.0,Fnatic,1
812,WLDs,2017-09-28 07:07:56,2.0,Hong Kong Attitude,0
813,WLDs,2017-09-28 07:59:27,3.0,Fnatic,1
814,WLDs,2017-09-28 07:59:27,3.0,Hong Kong Attitude,0
815,WLDs,2017-09-29 02:42:22,1.0,Fenerbahçe Esports,1
816,WLDs,2017-09-29 02:42:22,1.0,Team oNe eSports,0
817,WLDs,2017-09-29 03:51:03,2.0,Team oNe eSports,1
818,WLDs,2017-09-29 03:51:03,2.0,Fenerbahçe Esports,0
819,WLDs,2017-09-29 04:49:14,3.0,Fenerbahçe Esports,1
820,WLDs,2017-09-29 04:49:14,3.0,Team oNe eSports,0
821,WLDs,2017-09-29 05:57:01,4.0,Fenerbahçe Esports,1
822,WLDs,2017-09-29 05:57:01,4.0,Team oNe eSports,0
823,WLDs,2017-09-29 06:52:47,1.0,Team WE,1
824,WLDs,2017-09-29 06:52:47,1.0,Young Generation,0
825,WLDs,2017-09-29 07:43:09,2.0,Young Generation,0
826,WLDs,2017-09-29 07:43:09,2.0,Team WE,1
827,WLDs,2017-09-29 08:37:40,3.0,Team WE,1
828,WLDs,2017-09-29 08:37:40,3.0,Young Generation,0
829,WLDs,2017-10-05 06:47:58,1.0,Royal Never Give Up,1
830,WLDs,2017-10-05 06:47:58,1.0,Fenerbahçe Esports,0
831,WLDs,2017-10-05 08:15:49,1.0,G2 Esports,0
832,WLDs,2017-10-05 08:15:49,1.0,Samsung Galaxy,1
833,WLDs,2017-10-05 09:09:58,1.0,Longzhu Gaming,1
834,WLDs,2017-10-05 09:09:58,1.0,Immortals,0
835,WLDs,2017-10-05 10:07:42,1.0,Fnatic,0
836,WLDs,2017-10-05 10:07:42,1.0,GAM Esports,1
