tip,leto,datum,cas,st_igre,ime_ekipe,zmaga
WLDs,2017,2017-09-28,07:07:56,2.0,Fnatic,1
WLDs,2017,2017-09-28,07:07:56,2.0,Hong Kong Attitude,0
WLDs,2017,2017-09-28,07:59:27,3.0,Fnatic,1
WLDs,2017,2017-09-28,07:59:27,3.0,Hong Kong Attitude,0
WLDs,2017,2017-09-29,02:42:22,1.0,Fenerbahçe Esports,1
WLDs,2017,2017-09-29,02:42:22,1.0,Team oNe eSports,0
WLDs,2017,2017-09-29,03:51:03,2.0,Team oNe eSports,1
WLDs,2017,2017-09-29,03:51:03,2.0,Fenerbahçe Esports,0
WLDs,2017,2017-09-29,04:49:14,3.0,Fenerbahçe Esports,1
WLDs,2017,2017-09-29,04:49:14,3.0,Team oNe eSports,0
WLDs,2017,2017-09-29,05:57:01,4.0,Fenerbahçe Esports,1
WLDs,2017,2017-09-29,05:57:01,4.0,Team oNe eSports,0
WLDs,2017,2017-09-29,06:52:47,1.0,Team WE,1
WLDs,2017,2017-09-29,06:52:47,1.0,Young Generation,0
WLDs,2017,2017-09-29,07:43:09,2.0,Young Generation,0
WLDs,2017,2017-09-29,07:43:09,2.0,Team WE,1
WLDs,2017,2017-09-29,08:37:40,3.0,Team WE,1
WLDs,2017,2017-09-29,08:37:40,3.0,Young Generation,0
WLDs,2017,2017-10-05,06:47:58,1.0,Royal Never Give Up,1
WLDs,2017,2017-10-05,06:47:58,1.0,Fenerbahçe Esports,0
WLDs,2017,2017-10-05,08:15:49,1.0,G2 Esports,0
WLDs,2017,2017-10-05,08:15:49,1.0,Samsung Galaxy,1
WLDs,2017,2017-10-05,09:09:58,1.0,Longzhu Gaming,1
WLDs,2017,2017-10-05,09:09:58,1.0,Immortals,0
WLDs,2017,2017-10-05,10:07:42,1.0,Fnatic,0
WLDs,2017,2017-10-05,10:07:42,1.0,GAM Esports,1
WLDs,2017,2017-10-05,10:56:40,1.0,SK Telecom T1,1
WLDs,2017,2017-10-05,10:56:40,1.0,Cloud9,0
WLDs,2017,2017-10-05,11:50:15,1.0,EDward Gaming,0
WLDs,2017,2017-10-05,11:50:15,1.0,ahq eSports Club,1
WLDs,2017,2017-10-06,06:54:27,1.0,Flash Wolves,0
WLDs,2017,2017-10-06,06:54:27,1.0,TSM,1
WLDs,2017,2017-10-06,08:22:07,1.0,Team WE,1
WLDs,2017,2017-10-06,08:22:07,1.0,Misfits Gaming,0
WLDs,2017,2017-10-06,09:19:02,1.0,Immortals,1
WLDs,2017,2017-10-06,09:19:02,1.0,Fnatic,0
WLDs,2017,2017-10-06,10:33:25,1.0,Longzhu Gaming,1
WLDs,2017,2017-10-06,10:33:25,1.0,GAM Esports,0
WLDs,2017,2017-10-06,11:19:18,1.0,ahq eSports Club,0
WLDs,2017,2017-10-06,11:19:18,1.0,Cloud9,1
WLDs,2017,2017-10-06,12:12:21,1.0,EDward Gaming,0
WLDs,2017,2017-10-06,12:12:21,1.0,SK Telecom T1,1
WLDs,2017,2017-10-07,06:46:45,1.0,TSM,1
WLDs,2017,2017-10-07,06:46:45,1.0,Team WE,0
WLDs,2017,2017-10-07,07:56:46,1.0,Flash Wolves,0
WLDs,2017,2017-10-07,07:56:46,1.0,Misfits Gaming,1
WLDs,2017,2017-10-07,09:08:44,1.0,G2 Esports,1
WLDs,2017,2017-10-07,09:08:44,1.0,Fenerbahçe Esports,0
WLDs,2017,2017-10-07,10:03:36,1.0,Samsung Galaxy,0
WLDs,2017,2017-10-07,10:03:36,1.0,Royal Never Give Up,1
WLDs,2017,2017-10-07,10:55:48,1.0,SK Telecom T1,1
WLDs,2017,2017-10-07,10:55:48,1.0,ahq eSports Club,0
WLDs,2017,2017-10-07,11:57:38,1.0,Cloud9,1
WLDs,2017,2017-10-07,11:57:38,1.0,EDward Gaming,0
WLDs,2017,2017-10-08,06:44:53,1.0,Team WE,1
WLDs,2017,2017-10-08,06:44:53,1.0,Flash Wolves,0
WLDs,2017,2017-10-08,07:54:09,1.0,Misfits Gaming,1
WLDs,2017,2017-10-08,07:54:09,1.0,TSM,0
WLDs,2017,2017-10-08,09:12:08,1.0,GAM Esports,0
WLDs,2017,2017-10-08,09:12:08,1.0,Immortals,1
WLDs,2017,2017-10-08,10:13:50,1.0,Fnatic,0
WLDs,2017,2017-10-08,10:13:50,1.0,Longzhu Gaming,1
WLDs,2017,2017-10-08,10:57:40,1.0,Fenerbahçe Esports,0
WLDs,2017,2017-10-08,10:57:40,1.0,Samsung Galaxy,1
WLDs,2017,2017-10-08,12:07:35,1.0,Royal Never Give Up,1
WLDs,2017,2017-10-08,12:07:35,1.0,G2 Esports,0
WLDs,2017,2017-10-12,03:38:31,1.0,Immortals,0
WLDs,2017,2017-10-12,03:38:31,1.0,GAM Esports,1
WLDs,2017,2017-10-12,04:53:26,1.0,Longzhu Gaming,1
WLDs,2017,2017-10-12,04:53:26,1.0,Fnatic,0
WLDs,2017,2017-10-12,05:47:33,1.0,Fnatic,1
WLDs,2017,2017-10-12,05:47:33,1.0,Immortals,0
WLDs,2017,2017-10-12,06:46:43,1.0,GAM Esports,0
WLDs,2017,2017-10-12,06:46:43,1.0,Longzhu Gaming,1
WLDs,2017,2017-10-12,07:58:59,1.0,GAM Esports,0
WLDs,2017,2017-10-12,07:58:59,1.0,Fnatic,1
WLDs,2017,2017-10-12,08:52:47,1.0,Immortals,0
WLDs,2017,2017-10-12,08:52:47,1.0,Longzhu Gaming,1
WLDs,2017,2017-10-12,10:08:53,1.0,Fnatic,1
WLDs,2017,2017-10-12,10:08:53,1.0,Immortals,0
WLDs,2017,2017-10-12,10:59:22,1.0,GAM Esports,0
WLDs,2017,2017-10-12,10:59:22,1.0,Fnatic,1
WLDs,2017,2017-10-13,03:40:19,1.0,G2 Esports,1
WLDs,2017,2017-10-13,03:40:19,1.0,Royal Never Give Up,0
WLDs,2017,2017-10-13,04:49:35,1.0,Samsung Galaxy,1
WLDs,2017,2017-10-13,04:49:35,1.0,Fenerbahçe Esports,0
WLDs,2017,2017-10-13,05:45:44,1.0,Samsung Galaxy,1
WLDs,2017,2017-10-13,05:45:44,1.0,G2 Esports,0
WLDs,2017,2017-10-13,07:06:20,1.0,Fenerbahçe Esports,0
WLDs,2017,2017-10-13,07:06:20,1.0,Royal Never Give Up,1
WLDs,2017,2017-10-13,07:55:05,1.0,Fenerbahçe Esports,0
WLDs,2017,2017-10-13,07:55:05,1.0,G2 Esports,1
WLDs,2017,2017-10-13,09:15:07,1.0,Royal Never Give Up,1
WLDs,2017,2017-10-13,09:15:07,1.0,Samsung Galaxy,0
WLDs,2017,2017-10-14,03:25:59,1.0,Misfits Gaming,1
WLDs,2017,2017-10-14,03:25:59,1.0,Flash Wolves,0
WLDs,2017,2017-10-14,05:04:37,1.0,Team WE,1
WLDs,2017,2017-10-14,05:04:37,1.0,TSM,0
WLDs,2017,2017-10-14,05:53:06,1.0,Flash Wolves,0
WLDs,2017,2017-10-14,05:53:06,1.0,Team WE,1
WLDs,2017,2017-10-14,06:42:47,1.0,TSM,1
WLDs,2017,2017-10-14,06:42:47,1.0,Misfits Gaming,0
WLDs,2017,2017-10-14,07:47:17,1.0,TSM,0
WLDs,2017,2017-10-14,07:47:17,1.0,Flash Wolves,1
WLDs,2017,2017-10-14,08:37:06,1.0,Misfits Gaming,0
WLDs,2017,2017-10-14,08:37:06,1.0,Team WE,1
WLDs,2017,2017-10-14,09:46:46,1.0,Misfits Gaming,1
WLDs,2017,2017-10-14,09:46:46,1.0,TSM,0
WLDs,2017,2017-10-15,03:54:43,1.0,ahq eSports Club,1
WLDs,2017,2017-10-15,03:54:43,1.0,SK Telecom T1,0
WLDs,2017,2017-10-15,04:58:55,1.0,EDward Gaming,1
WLDs,2017,2017-10-15,04:58:55,1.0,Cloud9,0
WLDs,2017,2017-10-15,05:56:41,1.0,ahq eSports Club,0
WLDs,2017,2017-10-15,05:56:41,1.0,EDward Gaming,1
WLDs,2017,2017-10-15,06:45:12,1.0,Cloud9,0
WLDs,2017,2017-10-15,06:45:12,1.0,SK Telecom T1,1
WLDs,2017,2017-10-15,07:47:07,1.0,Cloud9,1
WLDs,2017,2017-10-15,07:47:07,1.0,ahq eSports Club,0
WLDs,2017,2017-10-15,08:36:55,1.0,SK Telecom T1,1
WLDs,2017,2017-10-15,08:36:55,1.0,EDward Gaming,0
WLDs,2017,2017-10-19,07:40:06,1.0,Longzhu Gaming,0
WLDs,2017,2017-10-19,07:40:06,1.0,Samsung Galaxy,1
WLDs,2017,2017-10-19,09:17:05,2.0,Longzhu Gaming,0
WLDs,2017,2017-10-19,09:17:05,2.0,Samsung Galaxy,1
WLDs,2017,2017-10-19,10:10:02,3.0,Samsung Galaxy,1
WLDs,2017,2017-10-19,10:10:02,3.0,Longzhu Gaming,0
WLDs,2017,2017-10-20,05:14:54,1.0,SK Telecom T1,1
WLDs,2017,2017-10-20,05:14:54,1.0,Misfits Gaming,0
WLDs,2017,2017-10-20,08:54:33,2.0,Misfits Gaming,1
WLDs,2017,2017-10-20,08:54:33,2.0,SK Telecom T1,0
WLDs,2017,2017-10-20,09:42:40,3.0,SK Telecom T1,0
WLDs,2017,2017-10-20,09:42:40,3.0,Misfits Gaming,1
WLDs,2017,2017-10-20,10:48:37,4.0,Misfits Gaming,0
WLDs,2017,2017-10-20,10:48:37,4.0,SK Telecom T1,1
WLDs,2017,2017-10-20,11:47:31,5.0,SK Telecom T1,1
WLDs,2017,2017-10-20,11:47:31,5.0,Misfits Gaming,0
WLDs,2017,2017-10-21,07:40:30,1.0,Fnatic,0
WLDs,2017,2017-10-21,07:40:30,1.0,Royal Never Give Up,1
WLDs,2017,2017-10-21,09:10:45,2.0,Fnatic,0
WLDs,2017,2017-10-21,09:10:45,2.0,Royal Never Give Up,1
WLDs,2017,2017-10-21,10:24:39,3.0,Fnatic,1
WLDs,2017,2017-10-21,10:24:39,3.0,Royal Never Give Up,0
WLDs,2017,2017-10-21,11:41:22,4.0,Fnatic,0
WLDs,2017,2017-10-21,11:41:22,4.0,Royal Never Give Up,1
WLDs,2017,2017-10-22,05:01:26,1.0,Team WE,1
WLDs,2017,2017-10-22,05:01:26,1.0,Cloud9,0
WLDs,2017,2017-10-22,09:25:10,2.0,Cloud9,1
WLDs,2017,2017-10-22,09:25:10,2.0,Team WE,0
WLDs,2017,2017-10-22,10:19:37,3.0,Team WE,0
WLDs,2017,2017-10-22,10:19:37,3.0,Cloud9,1
WLDs,2017,2017-10-22,11:06:16,4.0,Cloud9,0
WLDs,2017,2017-10-22,11:06:16,4.0,Team WE,1
WLDs,2017,2017-10-22,12:01:31,5.0,Team WE,1
WLDs,2017,2017-10-22,12:01:31,5.0,Cloud9,0
WLDs,2017,2017-10-28,06:50:40,1.0,Royal Never Give Up,1
WLDs,2017,2017-10-28,06:50:40,1.0,SK Telecom T1,0
WLDs,2017,2017-10-28,08:43:03,2.0,SK Telecom T1,1
WLDs,2017,2017-10-28,08:43:03,2.0,Royal Never Give Up,0
WLDs,2017,2017-10-28,09:35:45,3.0,Royal Never Give Up,1
WLDs,2017,2017-10-28,09:35:45,3.0,SK Telecom T1,0
WLDs,2017,2017-10-28,10:22:54,4.0,SK Telecom T1,1
WLDs,2017,2017-10-28,10:22:54,4.0,Royal Never Give Up,0
WLDs,2017,2017-10-28,11:23:39,5.0,Royal Never Give Up,0
WLDs,2017,2017-10-28,11:23:39,5.0,SK Telecom T1,1
WLDs,2017,2017-10-29,07:08:18,1.0,Team WE,1
WLDs,2017,2017-10-29,07:08:18,1.0,Samsung Galaxy,0
WLDs,2017,2017-10-29,08:33:35,2.0,Samsung Galaxy,1
WLDs,2017,2017-10-29,08:33:35,2.0,Team WE,0
WLDs,2017,2017-10-29,09:23:19,3.0,Team WE,0
WLDs,2017,2017-10-29,09:23:19,3.0,Samsung Galaxy,1
WLDs,2017,2017-10-29,10:23:09,4.0,Samsung Galaxy,1
WLDs,2017,2017-10-29,10:23:09,4.0,Team WE,0
WLDs,2017,2017-11-04,06:52:19,1.0,Samsung Galaxy,1
WLDs,2017,2017-11-04,06:52:19,1.0,SK Telecom T1,0
WLDs,2017,2017-11-04,08:10:04,2.0,Samsung Galaxy,1
WLDs,2017,2017-11-04,08:10:04,2.0,SK Telecom T1,0
WLDs,2017,2017-11-04,09:04:42,3.0,Samsung Galaxy,1
WLDs,2017,2017-11-04,09:04:42,3.0,SK Telecom T1,0
MSI,2018,2018-05-03,10:39:09,1.0,Gambit Esports,1
MSI,2018,2018-05-03,10:39:09,1.0,Kaos Latin Gamers,0
MSI,2018,2018-05-03,11:56:16,1.0,Rainbow7,1
MSI,2018,2018-05-03,11:56:16,1.0,Ascension Gaming,0
MSI,2018,2018-05-03,13:11:02,1.0,Gambit Esports,1
MSI,2018,2018-05-03,13:11:02,1.0,Ascension Gaming,0
MSI,2018,2018-05-03,14:13:03,1.0,Rainbow7,0
MSI,2018,2018-05-03,14:13:03,1.0,Kaos Latin Gamers,1
MSI,2018,2018-05-03,15:07:34,1.0,Kaos Latin Gamers,1
MSI,2018,2018-05-03,15:07:34,1.0,Ascension Gaming,0
MSI,2018,2018-05-03,15:58:13,1.0,Rainbow7,0
MSI,2018,2018-05-03,15:58:13,1.0,Gambit Esports,1
MSI,2018,2018-05-04,10:44:57,1.0,SuperMassive Esports,1
MSI,2018,2018-05-04,10:44:57,1.0,Dire Wolves,0
MSI,2018,2018-05-04,11:59:11,1.0,KaBuM! e-Sports,1
MSI,2018,2018-05-04,11:59:11,1.0,PENTAGRAM,0
MSI,2018,2018-05-04,13:02:38,1.0,SuperMassive Esports,1
MSI,2018,2018-05-04,13:02:38,1.0,PENTAGRAM,0
MSI,2018,2018-05-04,13:58:28,1.0,KaBuM! e-Sports,0
MSI,2018,2018-05-04,13:58:28,1.0,Dire Wolves,1
MSI,2018,2018-05-04,14:48:47,1.0,Dire Wolves,1
MSI,2018,2018-05-04,14:48:47,1.0,PENTAGRAM,0
MSI,2018,2018-05-04,15:41:45,1.0,KaBuM! e-Sports,0
MSI,2018,2018-05-04,15:41:45,1.0,SuperMassive Esports,1
MSI,2018,2018-05-05,08:46:13,1.0,Ascension Gaming,1
MSI,2018,2018-05-05,08:46:13,1.0,Gambit Esports,0
MSI,2018,2018-05-05,10:10:05,1.0,Kaos Latin Gamers,0
MSI,2018,2018-05-05,10:10:05,1.0,Rainbow7,1
MSI,2018,2018-05-05,11:17:05,1.0,Ascension Gaming,0
MSI,2018,2018-05-05,11:17:05,1.0,Rainbow7,1
MSI,2018,2018-05-05,12:08:56,1.0,Kaos Latin Gamers,0
MSI,2018,2018-05-05,12:08:56,1.0,Gambit Esports,1
MSI,2018,2018-05-05,12:56:03,1.0,Gambit Esports,1
MSI,2018,2018-05-05,12:56:03,1.0,Rainbow7,0
MSI,2018,2018-05-05,14:08:11,1.0,Ascension Gaming,1
MSI,2018,2018-05-05,14:08:11,1.0,Kaos Latin Gamers,0
MSI,2018,2018-05-06,08:35:56,1.0,PENTAGRAM,0
MSI,2018,2018-05-06,08:35:56,1.0,SuperMassive Esports,1
MSI,2018,2018-05-06,09:55:27,1.0,Dire Wolves,0
MSI,2018,2018-05-06,09:55:27,1.0,KaBuM! e-Sports,1
MSI,2018,2018-05-06,10:55:27,1.0,PENTAGRAM,0
MSI,2018,2018-05-06,10:55:27,1.0,KaBuM! e-Sports,1
MSI,2018,2018-05-06,11:49:34,1.0,Dire Wolves,0
MSI,2018,2018-05-06,11:49:34,1.0,SuperMassive Esports,1
MSI,2018,2018-05-06,12:38:15,1.0,SuperMassive Esports,0
MSI,2018,2018-05-06,12:38:15,1.0,KaBuM! e-Sports,1
MSI,2018,2018-05-06,13:25:32,1.0,PENTAGRAM,1
MSI,2018,2018-05-06,13:25:32,1.0,Dire Wolves,0
MSI,2018,2018-05-08,10:37:59,1.0,EVOS Esports,1
MSI,2018,2018-05-08,10:37:59,1.0,SuperMassive Esports,0
MSI,2018,2018-05-08,11:58:31,2.0,SuperMassive Esports,1
MSI,2018,2018-05-08,11:58:31,2.0,EVOS Esports,0
MSI,2018,2018-05-08,12:55:14,3.0,EVOS Esports,1
MSI,2018,2018-05-08,12:55:14,3.0,SuperMassive Esports,0
MSI,2018,2018-05-08,13:45:08,4.0,SuperMassive Esports,0
MSI,2018,2018-05-08,13:45:08,4.0,EVOS Esports,1
MSI,2018,2018-05-09,10:40:03,1.0,Flash Wolves,1
MSI,2018,2018-05-09,10:40:03,1.0,Gambit Esports,0
MSI,2018,2018-05-09,12:04:20,2.0,Gambit Esports,0
MSI,2018,2018-05-09,12:04:20,2.0,Flash Wolves,1
MSI,2018,2018-05-09,12:59:20,3.0,Flash Wolves,1
MSI,2018,2018-05-09,12:59:20,3.0,Gambit Esports,0
MSI,2018,2018-05-11,08:41:57,1.0,Fnatic,0
MSI,2018,2018-05-11,08:41:57,1.0,Royal Never Give Up,1
MSI,2018,2018-05-11,10:09:36,1.0,EVOS Esports,0
MSI,2018,2018-05-11,10:09:36,1.0,Flash Wolves,1
MSI,2018,2018-05-11,11:05:02,1.0,Kingzone DragonX,1
MSI,2018,2018-05-11,11:05:02,1.0,Team Liquid,0
MSI,2018,2018-05-11,12:08:15,1.0,Flash Wolves,1
MSI,2018,2018-05-11,12:08:15,1.0,Fnatic,0
MSI,2018,2018-05-11,13:16:21,1.0,Team Liquid,0
MSI,2018,2018-05-11,13:16:21,1.0,EVOS Esports,1
MSI,2018,2018-05-11,14:18:08,1.0,Royal Never Give Up,0
MSI,2018,2018-05-11,14:18:08,1.0,Kingzone DragonX,1
MSI,2018,2018-05-12,08:42:13,1.0,Kingzone DragonX,0
MSI,2018,2018-05-12,08:42:13,1.0,Fnatic,1
MSI,2018,2018-05-12,09:56:20,1.0,Royal Never Give Up,1
MSI,2018,2018-05-12,09:56:20,1.0,EVOS Esports,0
MSI,2018,2018-05-12,10:55:47,1.0,Team Liquid,0
MSI,2018,2018-05-12,10:55:47,1.0,Flash Wolves,1
MSI,2018,2018-05-12,11:47:14,1.0,EVOS Esports,0
MSI,2018,2018-05-12,11:47:14,1.0,Kingzone DragonX,1
MSI,2018,2018-05-12,12:45:05,1.0,Flash Wolves,1
MSI,2018,2018-05-12,12:45:05,1.0,Royal Never Give Up,0
MSI,2018,2018-05-12,13:41:51,1.0,Fnatic,1
MSI,2018,2018-05-12,13:41:51,1.0,Team Liquid,0
MSI,2018,2018-05-13,08:38:05,1.0,Royal Never Give Up,0
MSI,2018,2018-05-13,08:38:05,1.0,Team Liquid,1
MSI,2018,2018-05-13,09:59:13,1.0,EVOS Esports,0
MSI,2018,2018-05-13,09:59:13,1.0,Fnatic,1
MSI,2018,2018-05-13,11:07:14,1.0,Kingzone DragonX,0
MSI,2018,2018-05-13,11:07:14,1.0,Flash Wolves,1
MSI,2018,2018-05-13,12:19:12,1.0,Royal Never Give Up,1
MSI,2018,2018-05-13,12:19:12,1.0,Fnatic,0
MSI,2018,2018-05-13,13:25:19,1.0,Flash Wolves,1
MSI,2018,2018-05-13,13:25:19,1.0,EVOS Esports,0
MSI,2018,2018-05-13,14:14:39,1.0,Team Liquid,0
MSI,2018,2018-05-13,14:14:39,1.0,Kingzone DragonX,1
MSI,2018,2018-05-14,08:21:18,1.0,Kingzone DragonX,0
MSI,2018,2018-05-14,08:21:18,1.0,Royal Never Give Up,1
MSI,2018,2018-05-14,09:54:49,1.0,Fnatic,1
MSI,2018,2018-05-14,09:54:49,1.0,Flash Wolves,0
MSI,2018,2018-05-14,10:57:23,1.0,EVOS Esports,0
MSI,2018,2018-05-14,10:57:23,1.0,Team Liquid,1
MSI,2018,2018-05-14,11:54:47,1.0,Royal Never Give Up,1
MSI,2018,2018-05-14,11:54:47,1.0,Flash Wolves,0
MSI,2018,2018-05-14,12:47:44,1.0,Kingzone DragonX,1
MSI,2018,2018-05-14,12:47:44,1.0,EVOS Esports,0
MSI,2018,2018-05-14,13:37:12,1.0,Team Liquid,1
MSI,2018,2018-05-14,13:37:12,1.0,Fnatic,0
MSI,2018,2018-05-15,08:19:52,1.0,Fnatic,0
MSI,2018,2018-05-15,08:19:52,1.0,Kingzone DragonX,1
MSI,2018,2018-05-15,09:52:59,1.0,EVOS Esports,0
MSI,2018,2018-05-15,09:52:59,1.0,Royal Never Give Up,1
MSI,2018,2018-05-15,10:47:36,1.0,Flash Wolves,0
MSI,2018,2018-05-15,10:47:36,1.0,Team Liquid,1
MSI,2018,2018-05-15,11:50:39,1.0,Fnatic,0
MSI,2018,2018-05-15,11:50:39,1.0,EVOS Esports,1
MSI,2018,2018-05-15,12:49:17,1.0,Flash Wolves,1
MSI,2018,2018-05-15,12:49:17,1.0,Kingzone DragonX,0
MSI,2018,2018-05-15,13:41:52,1.0,Team Liquid,0
MSI,2018,2018-05-15,13:41:52,1.0,Royal Never Give Up,1
MSI,2018,2018-05-15,14:44:44,1.0,Flash Wolves,0
MSI,2018,2018-05-15,14:44:44,1.0,Royal Never Give Up,1
MSI,2018,2018-05-15,15:36:22,1.0,Fnatic,1
MSI,2018,2018-05-15,15:36:22,1.0,Team Liquid,0
MSI,2018,2018-05-18,09:50:24,1.0,Fnatic,0
MSI,2018,2018-05-18,09:50:24,1.0,Royal Never Give Up,1
MSI,2018,2018-05-18,10:58:33,2.0,Fnatic,0
MSI,2018,2018-05-18,10:58:33,2.0,Royal Never Give Up,1
MSI,2018,2018-05-18,12:04:13,3.0,Fnatic,0
MSI,2018,2018-05-18,12:04:13,3.0,Royal Never Give Up,1
MSI,2018,2018-05-19,09:59:15,1.0,Flash Wolves,0
MSI,2018,2018-05-19,09:59:15,1.0,Kingzone DragonX,1
MSI,2018,2018-05-19,11:08:39,2.0,Flash Wolves,1
MSI,2018,2018-05-19,11:08:39,2.0,Kingzone DragonX,0
MSI,2018,2018-05-19,11:59:17,3.0,Kingzone DragonX,1
MSI,2018,2018-05-19,11:59:17,3.0,Flash Wolves,0
MSI,2018,2018-05-19,12:55:10,4.0,Flash Wolves,0
MSI,2018,2018-05-19,12:55:10,4.0,Kingzone DragonX,1
MSI,2018,2018-05-20,09:28:59,1.0,Royal Never Give Up,1
MSI,2018,2018-05-20,09:28:59,1.0,Kingzone DragonX,0
MSI,2018,2018-05-20,11:10:38,2.0,Royal Never Give Up,0
MSI,2018,2018-05-20,11:10:38,2.0,Kingzone DragonX,1
MSI,2018,2018-05-20,12:06:25,3.0,Royal Never Give Up,1
MSI,2018,2018-05-20,12:06:25,3.0,Kingzone DragonX,0
MSI,2018,2018-05-20,12:55:50,4.0,Royal Never Give Up,1
MSI,2018,2018-05-20,12:55:50,4.0,Kingzone DragonX,0
WLDs,2018,2018-10-01,07:45:21,1.0,Cloud9,1
WLDs,2018,2018-10-01,07:45:21,1.0,KaBuM! e-Sports,0
WLDs,2018,2018-10-01,08:47:58,1.0,Gambit Esports,0
WLDs,2018,2018-10-01,08:47:58,1.0,G-Rex,1
WLDs,2018,2018-10-01,09:53:38,1.0,DetonatioN FocusMe,1
WLDs,2018,2018-10-01,09:53:38,1.0,KaBuM! e-Sports,0
WLDs,2018,2018-10-01,10:54:35,1.0,G-Rex,1
WLDs,2018,2018-10-01,10:54:35,1.0,Kaos Latin Gamers,0
WLDs,2018,2018-10-01,11:43:52,1.0,DetonatioN FocusMe,0
WLDs,2018,2018-10-01,11:43:52,1.0,Cloud9,1
WLDs,2018,2018-10-01,12:51:25,1.0,Gambit Esports,1
WLDs,2018,2018-10-01,12:51:25,1.0,Kaos Latin Gamers,0
WLDs,2018,2018-10-02,07:40:07,1.0,EDward Gaming,1
WLDs,2018,2018-10-02,07:40:07,1.0,Infinity Esports,0
WLDs,2018,2018-10-02,08:37:44,1.0,G2 Esports,0
WLDs,2018,2018-10-02,08:37:44,1.0,SuperMassive Esports,1
WLDs,2018,2018-10-02,09:36:46,1.0,Dire Wolves,1
WLDs,2018,2018-10-02,09:36:46,1.0,Infinity Esports,0
WLDs,2018,2018-10-02,10:35:33,1.0,Ascension Gaming,0
WLDs,2018,2018-10-02,10:35:33,1.0,SuperMassive Esports,1
WLDs,2018,2018-10-02,11:28:00,1.0,Dire Wolves,0
WLDs,2018,2018-10-02,11:28:00,1.0,EDward Gaming,1
WLDs,2018,2018-10-02,12:26:36,1.0,Ascension Gaming,0
WLDs,2018,2018-10-02,12:26:36,1.0,G2 Esports,1
WLDs,2018,2018-10-03,07:32:27,1.0,G-Rex,1
WLDs,2018,2018-10-03,07:32:27,1.0,Gambit Esports,0
WLDs,2018,2018-10-03,08:39:39,1.0,KaBuM! e-Sports,1
WLDs,2018,2018-10-03,08:39:39,1.0,DetonatioN FocusMe,0
WLDs,2018,2018-10-03,09:42:34,1.0,Kaos Latin Gamers,0
WLDs,2018,2018-10-03,09:42:34,1.0,Gambit Esports,1
WLDs,2018,2018-10-03,10:36:52,1.0,KaBuM! e-Sports,0
WLDs,2018,2018-10-03,10:36:52,1.0,Cloud9,1
WLDs,2018,2018-10-03,11:33:13,1.0,Kaos Latin Gamers,0
WLDs,2018,2018-10-03,11:33:13,1.0,G-Rex,1
WLDs,2018,2018-10-03,12:28:07,1.0,Cloud9,1
WLDs,2018,2018-10-03,12:28:07,1.0,DetonatioN FocusMe,0
WLDs,2018,2018-10-03,13:30:35,1.0,DetonatioN FocusMe,1
WLDs,2018,2018-10-03,13:30:35,1.0,KaBuM! e-Sports,0
WLDs,2018,2018-10-04,07:43:09,1.0,SuperMassive Esports,0
WLDs,2018,2018-10-04,07:43:09,1.0,G2 Esports,1
WLDs,2018,2018-10-04,08:43:50,1.0,Infinity Esports,1
WLDs,2018,2018-10-04,08:43:50,1.0,EDward Gaming,0
WLDs,2018,2018-10-04,09:35:35,1.0,SuperMassive Esports,1
WLDs,2018,2018-10-04,09:35:35,1.0,Ascension Gaming,0
WLDs,2018,2018-10-04,10:38:06,1.0,Infinity Esports,1
WLDs,2018,2018-10-04,10:38:06,1.0,Dire Wolves,0
WLDs,2018,2018-10-04,11:35:19,1.0,G2 Esports,1
WLDs,2018,2018-10-04,11:35:19,1.0,Ascension Gaming,0
WLDs,2018,2018-10-04,12:24:36,1.0,EDward Gaming,1
WLDs,2018,2018-10-04,12:24:36,1.0,Dire Wolves,0
WLDs,2018,2018-10-04,13:16:15,1.0,G2 Esports,1
WLDs,2018,2018-10-04,13:16:15,1.0,SuperMassive Esports,0
WLDs,2018,2018-10-06,03:09:57,1.0,Cloud9,1
WLDs,2018,2018-10-06,03:09:57,1.0,Gambit Esports,0
WLDs,2018,2018-10-06,04:42:36,2.0,Gambit Esports,1
WLDs,2018,2018-10-06,04:42:36,2.0,Cloud9,0
WLDs,2018,2018-10-06,05:38:21,3.0,Cloud9,1
WLDs,2018,2018-10-06,05:38:21,3.0,Gambit Esports,0
WLDs,2018,2018-10-06,06:31:08,4.0,Gambit Esports,1
WLDs,2018,2018-10-06,06:31:08,4.0,Cloud9,0
WLDs,2018,2018-10-06,07:27:26,5.0,Cloud9,1
WLDs,2018,2018-10-06,07:27:26,5.0,Gambit Esports,0
WLDs,2018,2018-10-06,08:15:41,1.0,DetonatioN FocusMe,0
WLDs,2018,2018-10-06,08:15:41,1.0,EDward Gaming,1
WLDs,2018,2018-10-06,09:07:16,2.0,EDward Gaming,1
WLDs,2018,2018-10-06,09:07:16,2.0,DetonatioN FocusMe,0
WLDs,2018,2018-10-06,09:53:43,3.0,DetonatioN FocusMe,0
WLDs,2018,2018-10-06,09:53:43,3.0,EDward Gaming,1
WLDs,2018,2018-10-07,03:16:00,1.0,G2 Esports,0
WLDs,2018,2018-10-07,03:16:00,1.0,Infinity Esports,1
WLDs,2018,2018-10-07,04:53:57,2.0,Infinity Esports,0
WLDs,2018,2018-10-07,04:53:57,2.0,G2 Esports,1
WLDs,2018,2018-10-07,05:38:59,3.0,G2 Esports,1
