tip,leto,datum,cas,st_igre,ime_ekipe,zmaga
MSI,2016,2016-05-07,11:19:27,1.0,SuperMassive Esports,0
MSI,2016,2016-05-07,11:19:27,1.0,SK Telecom T1,1
MSI,2016,2016-05-08,02:57:31,1.0,Royal Never Give Up,1
MSI,2016,2016-05-08,02:57:31,1.0,SuperMassive Esports,0
MSI,2016,2016-05-08,04:17:19,1.0,Flash Wolves,0
MSI,2016,2016-05-08,04:17:19,1.0,Counter Logic Gaming,1
MSI,2016,2016-05-08,05:23:08,1.0,SK Telecom T1,1
MSI,2016,2016-05-08,05:23:08,1.0,G2 Esports,0
MSI,2016,2016-05-08,06:16:26,1.0,SuperMassive Esports,0
MSI,2016,2016-05-08,06:16:26,1.0,Flash Wolves,1
MSI,2016,2016-05-08,07:14:19,1.0,G2 Esports,0
MSI,2016,2016-05-08,07:14:19,1.0,Counter Logic Gaming,1
MSI,2016,2016-05-08,08:00:53,1.0,Royal Never Give Up,0
MSI,2016,2016-05-08,08:00:53,1.0,SK Telecom T1,1
MSI,2016,2016-05-13,03:40:43,1.0,Royal Never Give Up,1
MSI,2016,2016-05-13,03:40:43,1.0,SK Telecom T1,0
MSI,2016,2016-05-13,06:45:10,2.0,Royal Never Give Up,0
MSI,2016,2016-05-13,06:45:10,2.0,SK Telecom T1,1
MSI,2016,2016-05-13,07:35:30,3.0,Royal Never Give Up,0
MSI,2016,2016-05-13,07:35:30,3.0,SK Telecom T1,1
MSI,2016,2016-05-13,08:36:00,4.0,Royal Never Give Up,0
MSI,2016,2016-05-13,08:36:00,4.0,SK Telecom T1,1
MSI,2016,2016-05-14,05:11:50,1.0,Counter Logic Gaming,1
MSI,2016,2016-05-14,05:11:50,1.0,Flash Wolves,0
MSI,2016,2016-05-14,06:30:23,2.0,Counter Logic Gaming,0
MSI,2016,2016-05-14,06:30:23,2.0,Flash Wolves,1
MSI,2016,2016-05-14,07:30:22,3.0,Counter Logic Gaming,1
MSI,2016,2016-05-14,07:30:22,3.0,Flash Wolves,0
MSI,2016,2016-05-14,08:33:04,4.0,Counter Logic Gaming,1
MSI,2016,2016-05-14,08:33:04,4.0,Flash Wolves,0
MSI,2016,2016-05-15,03:11:42,1.0,Counter Logic Gaming,0
MSI,2016,2016-05-15,03:11:42,1.0,SK Telecom T1,1
MSI,2016,2016-05-15,06:30:44,2.0,Counter Logic Gaming,0
MSI,2016,2016-05-15,06:30:44,2.0,SK Telecom T1,1
MSI,2016,2016-05-15,07:26:30,3.0,Counter Logic Gaming,0
MSI,2016,2016-05-15,07:26:30,3.0,SK Telecom T1,1
WLDs,2016,2016-09-29,22:28:50,1.0,G2 Esports,0
WLDs,2016,2016-09-29,22:28:50,1.0,Counter Logic Gaming,1
WLDs,2016,2016-09-30,00:20:21,1.0,ROX Tigers,1
WLDs,2016,2016-09-30,00:20:21,1.0,Albus NoX Luna,0
WLDs,2016,2016-09-30,01:15:55,1.0,H2k-Gaming,0
WLDs,2016,2016-09-30,01:15:55,1.0,ahq eSports Club,1
WLDs,2016,2016-09-30,02:35:24,1.0,INTZ,1
WLDs,2016,2016-09-30,02:35:24,1.0,EDward Gaming,0
WLDs,2016,2016-09-30,03:45:42,1.0,Samsung Galaxy,1
WLDs,2016,2016-09-30,03:45:42,1.0,Splyce,0
WLDs,2016,2016-09-30,05:32:03,1.0,TSM,0
WLDs,2016,2016-09-30,05:32:03,1.0,Royal Never Give Up,1
WLDs,2016,2016-09-30,22:00:47,1.0,SK Telecom T1,1
WLDs,2016,2016-09-30,22:00:47,1.0,Cloud9,0
WLDs,2016,2016-09-30,23:59:41,1.0,Flash Wolves,0
WLDs,2016,2016-09-30,23:59:41,1.0,I May,1
WLDs,2016,2016-10-01,01:12:52,1.0,TSM,1
WLDs,2016,2016-10-01,01:12:52,1.0,Samsung Galaxy,0
WLDs,2016,2016-10-01,02:17:34,1.0,Royal Never Give Up,1
WLDs,2016,2016-10-01,02:17:34,1.0,Splyce,0
WLDs,2016,2016-10-01,03:12:08,1.0,H2k-Gaming,1
WLDs,2016,2016-10-01,03:12:08,1.0,INTZ,0
WLDs,2016,2016-10-01,04:06:27,1.0,EDward Gaming,1
WLDs,2016,2016-10-01,04:06:27,1.0,ahq eSports Club,0
WLDs,2016,2016-10-01,21:06:45,1.0,Counter Logic Gaming,0
WLDs,2016,2016-10-01,21:06:45,1.0,Albus NoX Luna,1
WLDs,2016,2016-10-01,23:58:56,1.0,ROX Tigers,1
WLDs,2016,2016-10-01,23:58:56,1.0,G2 Esports,0
WLDs,2016,2016-10-02,01:16:22,1.0,Flash Wolves,0
WLDs,2016,2016-10-02,01:16:22,1.0,Cloud9,1
WLDs,2016,2016-10-02,02:55:43,1.0,I May,0
WLDs,2016,2016-10-02,02:55:43,1.0,SK Telecom T1,1
WLDs,2016,2016-10-02,03:54:14,1.0,Splyce,0
WLDs,2016,2016-10-02,03:54:14,1.0,TSM,1
WLDs,2016,2016-10-02,05:02:50,1.0,Royal Never Give Up,0
WLDs,2016,2016-10-02,05:02:50,1.0,Samsung Galaxy,1
WLDs,2016,2016-10-02,21:59:53,1.0,ahq eSports Club,1
WLDs,2016,2016-10-02,21:59:53,1.0,INTZ,0
WLDs,2016,2016-10-02,23:57:01,1.0,EDward Gaming,1
WLDs,2016,2016-10-02,23:57:01,1.0,H2k-Gaming,0
WLDs,2016,2016-10-03,01:01:32,1.0,Albus NoX Luna,1
WLDs,2016,2016-10-03,01:01:32,1.0,G2 Esports,0
WLDs,2016,2016-10-03,02:09:12,1.0,Counter Logic Gaming,1
WLDs,2016,2016-10-03,02:09:12,1.0,ROX Tigers,0
WLDs,2016,2016-10-03,03:39:25,1.0,SK Telecom T1,0
WLDs,2016,2016-10-03,03:39:25,1.0,Flash Wolves,1
WLDs,2016,2016-10-03,04:26:48,1.0,Cloud9,1
WLDs,2016,2016-10-03,04:26:48,1.0,I May,0
WLDs,2016,2016-10-06,22:55:32,1.0,G2 Esports,0
WLDs,2016,2016-10-06,22:55:32,1.0,ROX Tigers,1
WLDs,2016,2016-10-06,23:58:17,1.0,Albus NoX Luna,1
WLDs,2016,2016-10-06,23:58:17,1.0,Counter Logic Gaming,0
WLDs,2016,2016-10-07,00:53:01,1.0,Counter Logic Gaming,1
WLDs,2016,2016-10-07,00:53:01,1.0,G2 Esports,0
WLDs,2016,2016-10-07,02:05:43,1.0,Albus NoX Luna,1
WLDs,2016,2016-10-07,02:05:43,1.0,ROX Tigers,0
WLDs,2016,2016-10-07,03:28:55,1.0,G2 Esports,1
WLDs,2016,2016-10-07,03:28:55,1.0,Albus NoX Luna,0
WLDs,2016,2016-10-07,04:30:16,1.0,ROX Tigers,1
WLDs,2016,2016-10-07,04:30:16,1.0,Counter Logic Gaming,0
WLDs,2016,2016-10-07,05:36:16,1.0,ROX Tigers,1
WLDs,2016,2016-10-07,05:36:16,1.0,Albus NoX Luna,0
WLDs,2016,2016-10-07,22:51:46,1.0,EDward Gaming,1
WLDs,2016,2016-10-07,22:51:46,1.0,INTZ,0
WLDs,2016,2016-10-07,23:58:33,1.0,ahq eSports Club,0
WLDs,2016,2016-10-07,23:58:33,1.0,H2k-Gaming,1
WLDs,2016,2016-10-08,01:03:58,1.0,H2k-Gaming,1
WLDs,2016,2016-10-08,01:03:58,1.0,EDward Gaming,0
WLDs,2016,2016-10-08,02:13:26,1.0,INTZ,0
WLDs,2016,2016-10-08,02:13:26,1.0,ahq eSports Club,1
WLDs,2016,2016-10-08,03:03:48,1.0,INTZ,0
WLDs,2016,2016-10-08,03:03:48,1.0,H2k-Gaming,1
WLDs,2016,2016-10-08,03:56:45,1.0,ahq eSports Club,0
WLDs,2016,2016-10-08,03:56:45,1.0,EDward Gaming,1
WLDs,2016,2016-10-08,05:17:44,1.0,H2k-Gaming,1
WLDs,2016,2016-10-08,05:17:44,1.0,EDward Gaming,0
WLDs,2016,2016-10-08,19:03:30,1.0,Samsung Galaxy,1
WLDs,2016,2016-10-08,19:03:30,1.0,TSM,0
WLDs,2016,2016-10-08,21:04:31,1.0,Splyce,1
WLDs,2016,2016-10-08,21:04:31,1.0,Royal Never Give Up,0
WLDs,2016,2016-10-08,22:05:39,1.0,TSM,1
WLDs,2016,2016-10-08,22:05:39,1.0,Splyce,0
WLDs,2016,2016-10-08,22:56:59,1.0,Samsung Galaxy,1
WLDs,2016,2016-10-08,22:56:59,1.0,Royal Never Give Up,0
WLDs,2016,2016-10-08,23:42:30,1.0,Splyce,0
WLDs,2016,2016-10-08,23:42:30,1.0,Samsung Galaxy,1
WLDs,2016,2016-10-09,00:25:40,1.0,Royal Never Give Up,1
WLDs,2016,2016-10-09,00:25:40,1.0,TSM,0
WLDs,2016,2016-10-09,18:59:58,1.0,I May,1
WLDs,2016,2016-10-09,18:59:58,1.0,Flash Wolves,0
WLDs,2016,2016-10-09,20:59:33,1.0,Cloud9,0
WLDs,2016,2016-10-09,20:59:33,1.0,SK Telecom T1,1
WLDs,2016,2016-10-09,22:16:58,1.0,Cloud9,0
WLDs,2016,2016-10-09,22:16:58,1.0,Flash Wolves,1
WLDs,2016,2016-10-09,23:23:34,1.0,SK Telecom T1,1
WLDs,2016,2016-10-09,23:23:34,1.0,I May,0
WLDs,2016,2016-10-10,00:34:34,1.0,I May,0
WLDs,2016,2016-10-10,00:34:34,1.0,Cloud9,1
WLDs,2016,2016-10-10,01:49:14,1.0,Flash Wolves,0
WLDs,2016,2016-10-10,01:49:14,1.0,SK Telecom T1,1
WLDs,2016,2016-10-13,21:50:36,1.0,Samsung Galaxy,1
WLDs,2016,2016-10-13,21:50:36,1.0,Cloud9,0
WLDs,2016,2016-10-13,22:55:08,2.0,Cloud9,0
WLDs,2016,2016-10-13,22:55:08,2.0,Samsung Galaxy,1
WLDs,2016,2016-10-14,00:00:36,3.0,Samsung Galaxy,1
WLDs,2016,2016-10-14,00:00:36,3.0,Cloud9,0
WLDs,2016,2016-10-14,21:42:17,1.0,SK Telecom T1,0
WLDs,2016,2016-10-14,21:42:17,1.0,Royal Never Give Up,1
WLDs,2016,2016-10-14,23:21:56,2.0,Royal Never Give Up,0
WLDs,2016,2016-10-14,23:21:56,2.0,SK Telecom T1,1
WLDs,2016,2016-10-15,00:31:49,3.0,SK Telecom T1,1
WLDs,2016,2016-10-15,00:31:49,3.0,Royal Never Give Up,0
WLDs,2016,2016-10-15,01:30:35,4.0,Royal Never Give Up,0
WLDs,2016,2016-10-15,01:30:35,4.0,SK Telecom T1,1
WLDs,2016,2016-10-15,21:21:04,1.0,ROX Tigers,1
WLDs,2016,2016-10-15,21:21:04,1.0,EDward Gaming,0
WLDs,2016,2016-10-15,23:04:59,2.0,EDward Gaming,0
WLDs,2016,2016-10-15,23:04:59,2.0,ROX Tigers,1
WLDs,2016,2016-10-15,23:54:37,3.0,ROX Tigers,0
WLDs,2016,2016-10-15,23:54:37,3.0,EDward Gaming,1
WLDs,2016,2016-10-16,00:51:13,4.0,EDward Gaming,0
WLDs,2016,2016-10-16,00:51:13,4.0,ROX Tigers,1
WLDs,2016,2016-10-16,21:39:46,1.0,H2k-Gaming,1
WLDs,2016,2016-10-16,21:39:46,1.0,Albus NoX Luna,0
WLDs,2016,2016-10-16,23:07:30,2.0,Albus NoX Luna,0
WLDs,2016,2016-10-16,23:07:30,2.0,H2k-Gaming,1
WLDs,2016,2016-10-16,23:56:13,3.0,H2k-Gaming,1
WLDs,2016,2016-10-16,23:56:13,3.0,Albus NoX Luna,0
WLDs,2016,2016-10-21,21:50:52,1.0,ROX Tigers,0
WLDs,2016,2016-10-21,21:50:52,1.0,SK Telecom T1,1
WLDs,2016,2016-10-21,23:13:49,2.0,SK Telecom T1,0
WLDs,2016,2016-10-21,23:13:49,2.0,ROX Tigers,1
WLDs,2016,2016-10-22,00:13:26,3.0,ROX Tigers,1
WLDs,2016,2016-10-22,00:13:26,3.0,SK Telecom T1,0
WLDs,2016,2016-10-22,01:14:26,4.0,SK Telecom T1,1
WLDs,2016,2016-10-22,01:14:26,4.0,ROX Tigers,0
WLDs,2016,2016-10-22,02:23:11,5.0,ROX Tigers,0
WLDs,2016,2016-10-22,02:23:11,5.0,SK Telecom T1,1
WLDs,2016,2016-10-22,20:50:50,1.0,Samsung Galaxy,1
WLDs,2016,2016-10-22,20:50:50,1.0,H2k-Gaming,0
WLDs,2016,2016-10-22,23:12:08,2.0,H2k-Gaming,0
WLDs,2016,2016-10-22,23:12:08,2.0,Samsung Galaxy,1
WLDs,2016,2016-10-23,00:06:36,3.0,Samsung Galaxy,1
WLDs,2016,2016-10-23,00:06:36,3.0,H2k-Gaming,0
WLDs,2016,2016-10-29,21:53:34,1.0,Samsung Galaxy,0
WLDs,2016,2016-10-29,21:53:34,1.0,SK Telecom T1,1
WLDs,2016,2016-10-30,00:32:37,2.0,SK Telecom T1,1
WLDs,2016,2016-10-30,00:32:37,2.0,Samsung Galaxy,0
WLDs,2016,2016-10-30,01:31:08,3.0,Samsung Galaxy,1
WLDs,2016,2016-10-30,01:31:08,3.0,SK Telecom T1,0
WLDs,2016,2016-10-30,03:04:47,4.0,SK Telecom T1,0
WLDs,2016,2016-10-30,03:04:47,4.0,Samsung Galaxy,1
WLDs,2016,2016-10-30,04:13:37,5.0,Samsung Galaxy,0
WLDs,2016,2016-10-30,04:13:37,5.0,SK Telecom T1,1
MSI,2017,2017-04-28,18:34:38,1.0,RED Canids,1
MSI,2017,2017-04-28,18:34:38,1.0,Dire Wolves,0
MSI,2017,2017-04-28,19:28:04,1.0,SuperMassive Esports,1
MSI,2017,2017-04-28,19:28:04,1.0,Rampage,0
MSI,2017,2017-04-28,20:33:00,1.0,RED Canids,1
MSI,2017,2017-04-28,20:33:00,1.0,Rampage,0
MSI,2017,2017-04-28,21:38:56,1.0,SuperMassive Esports,1
MSI,2017,2017-04-28,21:38:56,1.0,Dire Wolves,0
MSI,2017,2017-04-28,22:33:54,1.0,Dire Wolves,1
MSI,2017,2017-04-28,22:33:54,1.0,Rampage,0
MSI,2017,2017-04-28,23:26:52,1.0,SuperMassive Esports,1
MSI,2017,2017-04-28,23:26:52,1.0,RED Canids,0
MSI,2017,2017-04-29,17:55:15,1.0,Virtus.pro,0
MSI,2017,2017-04-29,17:55:15,1.0,Lyon Gaming,1
MSI,2017,2017-04-29,19:26:17,1.0,GAM Esports,1
MSI,2017,2017-04-29,19:26:17,1.0,Isurus,0
MSI,2017,2017-04-29,20:33:35,1.0,Virtus.pro,1
MSI,2017,2017-04-29,20:33:35,1.0,Isurus,0
MSI,2017,2017-04-29,21:30:33,1.0,GAM Esports,1
MSI,2017,2017-04-29,21:30:33,1.0,Lyon Gaming,0
MSI,2017,2017-04-29,22:46:58,1.0,Lyon Gaming,1
MSI,2017,2017-04-29,22:46:58,1.0,Isurus,0
MSI,2017,2017-04-29,23:39:36,1.0,GAM Esports,1
MSI,2017,2017-04-29,23:39:36,1.0,Virtus.pro,0
MSI,2017,2017-04-30,17:53:16,1.0,Rampage,0
MSI,2017,2017-04-30,17:53:16,1.0,RED Canids,1
MSI,2017,2017-04-30,18:57:30,1.0,Dire Wolves,0
MSI,2017,2017-04-30,18:57:30,1.0,SuperMassive Esports,1
MSI,2017,2017-04-30,19:59:57,1.0,Rampage,0
MSI,2017,2017-04-30,19:59:57,1.0,SuperMassive Esports,1
MSI,2017,2017-04-30,21:00:51,1.0,Dire Wolves,1
MSI,2017,2017-04-30,21:00:51,1.0,RED Canids,0
MSI,2017,2017-04-30,22:10:57,1.0,RED Canids,1
MSI,2017,2017-04-30,22:10:57,1.0,SuperMassive Esports,0
MSI,2017,2017-04-30,23:16:44,1.0,Rampage,1
MSI,2017,2017-04-30,23:16:44,1.0,Dire Wolves,0
MSI,2017,2017-05-01,18:00:05,1.0,Isurus,1
MSI,2017,2017-05-01,18:00:05,1.0,Virtus.pro,0
MSI,2017,2017-05-01,19:09:45,1.0,Lyon Gaming,0
MSI,2017,2017-05-01,19:09:45,1.0,GAM Esports,1
MSI,2017,2017-05-01,19:59:53,1.0,Isurus,0
MSI,2017,2017-05-01,19:59:53,1.0,GAM Esports,1
MSI,2017,2017-05-01,20:51:31,1.0,Lyon Gaming,1
MSI,2017,2017-05-01,20:51:31,1.0,Virtus.pro,0
MSI,2017,2017-05-01,22:04:31,1.0,Virtus.pro,1
MSI,2017,2017-05-01,22:04:31,1.0,GAM Esports,0
MSI,2017,2017-05-01,23:07:55,1.0,Isurus,0
MSI,2017,2017-05-01,23:07:55,1.0,Lyon Gaming,1
MSI,2017,2017-05-03,17:53:53,1.0,TSM,0
MSI,2017,2017-05-03,17:53:53,1.0,GAM Esports,1
MSI,2017,2017-05-03,19:01:06,2.0,GAM Esports,1
MSI,2017,2017-05-03,19:01:06,2.0,TSM,0
MSI,2017,2017-05-03,19:51:05,3.0,TSM,1
MSI,2017,2017-05-03,19:51:05,3.0,GAM Esports,0
MSI,2017,2017-05-03,20:40:45,4.0,TSM,1
MSI,2017,2017-05-03,20:40:45,4.0,GAM Esports,0
MSI,2017,2017-05-03,21:31:10,5.0,TSM,1
MSI,2017,2017-05-03,21:31:10,5.0,GAM Esports,0
MSI,2017,2017-05-04,17:49:43,1.0,Flash Wolves,1
MSI,2017,2017-05-04,17:49:43,1.0,SuperMassive Esports,0
MSI,2017,2017-05-04,18:51:31,2.0,SuperMassive Esports,0
MSI,2017,2017-05-04,18:51:31,2.0,Flash Wolves,1
MSI,2017,2017-05-04,19:40:25,3.0,Flash Wolves,1
MSI,2017,2017-05-04,19:40:25,3.0,SuperMassive Esports,0
MSI,2017,2017-05-06,17:55:36,1.0,SuperMassive Esports,0
MSI,2017,2017-05-06,17:55:36,1.0,GAM Esports,1
MSI,2017,2017-05-06,18:54:01,2.0,SuperMassive Esports,1
MSI,2017,2017-05-06,18:54:01,2.0,GAM Esports,0
MSI,2017,2017-05-06,19:51:11,3.0,SuperMassive Esports,0
MSI,2017,2017-05-06,19:51:11,3.0,GAM Esports,1
MSI,2017,2017-05-06,20:45:55,4.0,GAM Esports,1
MSI,2017,2017-05-06,20:45:55,4.0,SuperMassive Esports,0
MSI,2017,2017-05-10,16:58:42,1.0,G2 Esports,0
MSI,2017,2017-05-10,16:58:42,1.0,SK Telecom T1,1
MSI,2017,2017-05-10,19:25:32,1.0,Team WE,1
MSI,2017,2017-05-10,19:25:32,1.0,Flash Wolves,0
MSI,2017,2017-05-10,20:25:53,1.0,GAM Esports,1
MSI,2017,2017-05-10,20:25:53,1.0,TSM,0
MSI,2017,2017-05-10,21:35:50,1.0,Flash Wolves,0
MSI,2017,2017-05-10,21:35:50,1.0,G2 Esports,1
MSI,2017,2017-05-10,22:48:55,1.0,SK Telecom T1,1
MSI,2017,2017-05-10,22:48:55,1.0,GAM Esports,0
MSI,2017,2017-05-10,23:42:53,1.0,TSM,1
MSI,2017,2017-05-10,23:42:53,1.0,Team WE,0
MSI,2017,2017-05-11,15:22:27,1.0,SK Telecom T1,1
MSI,2017,2017-05-11,15:22:27,1.0,TSM,0
MSI,2017,2017-05-11,18:49:44,1.0,GAM Esports,0
MSI,2017,2017-05-11,18:49:44,1.0,Flash Wolves,1
MSI,2017,2017-05-11,19:56:22,1.0,G2 Esports,0
MSI,2017,2017-05-11,19:56:22,1.0,Team WE,1
MSI,2017,2017-05-11,20:49:03,1.0,Flash Wolves,1
MSI,2017,2017-05-11,20:49:03,1.0,TSM,0
MSI,2017,2017-05-11,21:48:31,1.0,GAM Esports,0
MSI,2017,2017-05-11,21:48:31,1.0,G2 Esports,1
MSI,2017,2017-05-11,22:54:47,1.0,Team WE,0
MSI,2017,2017-05-11,22:54:47,1.0,SK Telecom T1,1
MSI,2017,2017-05-12,17:09:35,1.0,G2 Esports,0
MSI,2017,2017-05-12,17:09:35,1.0,TSM,1
MSI,2017,2017-05-12,19:14:33,1.0,SK Telecom T1,1
MSI,2017,2017-05-12,19:14:33,1.0,Flash Wolves,0
MSI,2017,2017-05-12,20:16:36,1.0,GAM Esports,1
MSI,2017,2017-05-12,20:16:36,1.0,Team WE,0
MSI,2017,2017-05-12,21:13:47,1.0,G2 Esports,1
MSI,2017,2017-05-12,21:13:47,1.0,Flash Wolves,0
MSI,2017,2017-05-12,22:03:37,1.0,GAM Esports,0
MSI,2017,2017-05-12,22:03:37,1.0,SK Telecom T1,1
MSI,2017,2017-05-12,22:55:48,1.0,Team WE,1
MSI,2017,2017-05-12,22:55:48,1.0,TSM,0
MSI,2017,2017-05-13,17:09:46,1.0,Team WE,1
MSI,2017,2017-05-13,17:09:46,1.0,G2 Esports,0
MSI,2017,2017-05-13,19:01:53,1.0,TSM,1
MSI,2017,2017-05-13,19:01:53,1.0,GAM Esports,0
MSI,2017,2017-05-13,19:58:32,1.0,Flash Wolves,1
MSI,2017,2017-05-13,19:58:32,1.0,SK Telecom T1,0
MSI,2017,2017-05-13,21:01:39,1.0,G2 Esports,0
MSI,2017,2017-05-13,21:01:39,1.0,GAM Esports,1
MSI,2017,2017-05-13,22:06:36,1.0,TSM,0
MSI,2017,2017-05-13,22:06:36,1.0,SK Telecom T1,1
MSI,2017,2017-05-13,23:03:38,1.0,Flash Wolves,0
MSI,2017,2017-05-13,23:03:38,1.0,Team WE,1
MSI,2017,2017-05-14,17:14:07,1.0,SK Telecom T1,1
MSI,2017,2017-05-14,17:14:07,1.0,G2 Esports,0
MSI,2017,2017-05-14,18:50:39,1.0,TSM,1
MSI,2017,2017-05-14,18:50:39,1.0,Flash Wolves,0
MSI,2017,2017-05-14,20:05:25,1.0,Team WE,1
MSI,2017,2017-05-14,20:05:25,1.0,GAM Esports,0
MSI,2017,2017-05-14,20:57:46,1.0,TSM,0
MSI,2017,2017-05-14,20:57:46,1.0,G2 Esports,1
MSI,2017,2017-05-14,22:13:45,1.0,Flash Wolves,1
MSI,2017,2017-05-14,22:13:45,1.0,GAM Esports,0
MSI,2017,2017-05-14,23:09:42,1.0,SK Telecom T1,0
MSI,2017,2017-05-14,23:09:42,1.0,Team WE,1
MSI,2017,2017-05-15,00:10:08,1.0,Flash Wolves,1
MSI,2017,2017-05-15,00:10:08,1.0,TSM,0
MSI,2017,2017-05-19,16:31:28,1.0,SK Telecom T1,1
MSI,2017,2017-05-19,16:31:28,1.0,Flash Wolves,0
MSI,2017,2017-05-19,18:51:03,2.0,Flash Wolves,0
MSI,2017,2017-05-19,18:51:03,2.0,SK Telecom T1,1
MSI,2017,2017-05-19,19:40:45,3.0,SK Telecom T1,1
MSI,2017,2017-05-19,19:40:45,3.0,Flash Wolves,0
MSI,2017,2017-05-20,17:29:20,1.0,Team WE,0
MSI,2017,2017-05-20,17:29:20,1.0,G2 Esports,1
MSI,2017,2017-05-20,19:03:36,2.0,G2 Esports,1
MSI,2017,2017-05-20,19:03:36,2.0,Team WE,0
MSI,2017,2017-05-20,20:04:25,3.0,Team WE,1
MSI,2017,2017-05-20,20:04:25,3.0,G2 Esports,0
MSI,2017,2017-05-20,21:04:05,4.0,G2 Esports,1
MSI,2017,2017-05-20,21:04:05,4.0,Team WE,0
MSI,2017,2017-05-21,17:21:32,1.0,SK Telecom T1,1
MSI,2017,2017-05-21,17:21:32,1.0,G2 Esports,0
MSI,2017,2017-05-21,19:02:05,2.0,G2 Esports,1
MSI,2017,2017-05-21,19:02:05,2.0,SK Telecom T1,0
MSI,2017,2017-05-21,19:55:33,3.0,SK Telecom T1,1
MSI,2017,2017-05-21,19:55:33,3.0,G2 Esports,0
MSI,2017,2017-05-21,20:50:40,4.0,G2 Esports,0
MSI,2017,2017-05-21,20:50:40,4.0,SK Telecom T1,1
WLDs,2017,2017-09-23,05:02:38,1.0,Team WE,1
WLDs,2017,2017-09-23,05:02:38,1.0,Lyon Gaming,0
WLDs,2017,2017-09-23,06:27:22,1.0,Cloud9,1
WLDs,2017,2017-09-23,06:27:22,1.0,Team oNe eSports,0
WLDs,2017,2017-09-23,07:25:37,1.0,Gambit Esports,0
WLDs,2017,2017-09-23,07:25:37,1.0,Lyon Gaming,1
WLDs,2017,2017-09-23,08:24:27,1.0,Dire Wolves,0
WLDs,2017,2017-09-23,08:24:27,1.0,Cloud9,1
WLDs,2017,2017-09-23,09:16:37,1.0,Gambit Esports,0
WLDs,2017,2017-09-23,09:16:37,1.0,Team WE,1
WLDs,2017,2017-09-23,10:15:38,1.0,Dire Wolves,1
WLDs,2017,2017-09-23,10:15:38,1.0,Team oNe eSports,0
WLDs,2017,2017-09-24,04:44:37,1.0,Team oNe eSports,0
WLDs,2017,2017-09-24,04:44:37,1.0,Cloud9,1
WLDs,2017,2017-09-24,05:47:31,1.0,Lyon Gaming,0
WLDs,2017,2017-09-24,05:47:31,1.0,Team WE,1
WLDs,2017,2017-09-24,06:50:13,1.0,Cloud9,1
WLDs,2017,2017-09-24,06:50:13,1.0,Dire Wolves,0
WLDs,2017,2017-09-24,07:38:33,1.0,Lyon Gaming,1
WLDs,2017,2017-09-24,07:38:33,1.0,Gambit Esports,0
WLDs,2017,2017-09-24,08:39:50,1.0,Team oNe eSports,1
WLDs,2017,2017-09-24,08:39:50,1.0,Dire Wolves,0
WLDs,2017,2017-09-24,09:36:23,1.0,Team WE,1
WLDs,2017,2017-09-24,09:36:23,1.0,Gambit Esports,0
WLDs,2017,2017-09-24,10:23:34,1.0,Dire Wolves,0
WLDs,2017,2017-09-24,10:23:34,1.0,Team oNe eSports,1
WLDs,2017,2017-09-25,04:44:14,1.0,Young Generation,0
WLDs,2017,2017-09-25,04:44:14,1.0,Kaos Latin Gamers,1
WLDs,2017,2017-09-25,06:15:22,1.0,Rampage,0
WLDs,2017,2017-09-25,06:15:22,1.0,Hong Kong Attitude,1
WLDs,2017,2017-09-25,07:06:53,1.0,Fnatic,1
WLDs,2017,2017-09-25,07:06:53,1.0,Kaos Latin Gamers,0
WLDs,2017,2017-09-25,07:54:42,1.0,Hong Kong Attitude,0
WLDs,2017,2017-09-25,07:54:42,1.0,Fenerbahçe Esports,1
WLDs,2017,2017-09-25,09:28:12,1.0,Young Generation,0
WLDs,2017,2017-09-25,09:28:12,1.0,Fnatic,1
WLDs,2017,2017-09-25,11:17:44,1.0,Rampage,0
WLDs,2017,2017-09-25,11:17:44,1.0,Fenerbahçe Esports,1
WLDs,2017,2017-09-26,04:44:42,1.0,Hong Kong Attitude,1
WLDs,2017,2017-09-26,04:44:42,1.0,Rampage,0
WLDs,2017,2017-09-26,05:48:42,1.0,Kaos Latin Gamers,0
WLDs,2017,2017-09-26,05:48:42,1.0,Young Generation,1
WLDs,2017,2017-09-26,06:40:56,1.0,Fenerbahçe Esports,1
WLDs,2017,2017-09-26,06:40:56,1.0,Rampage,0
WLDs,2017,2017-09-26,07:40:03,1.0,Kaos Latin Gamers,0
WLDs,2017,2017-09-26,07:40:03,1.0,Fnatic,1
WLDs,2017,2017-09-26,08:30:24,1.0,Fenerbahçe Esports,0
WLDs,2017,2017-09-26,08:30:24,1.0,Hong Kong Attitude,1
WLDs,2017,2017-09-26,09:37:15,1.0,Fnatic,0
WLDs,2017,2017-09-26,09:37:15,1.0,Young Generation,1
WLDs,2017,2017-09-26,10:33:50,1.0,Hong Kong Attitude,0
WLDs,2017,2017-09-26,10:33:50,1.0,Fenerbahçe Esports,1
WLDs,2017,2017-09-28,02:55:14,1.0,Cloud9,1
WLDs,2017,2017-09-28,02:55:14,1.0,Lyon Gaming,0
WLDs,2017,2017-09-28,03:50:34,2.0,Lyon Gaming,0
WLDs,2017,2017-09-28,03:50:34,2.0,Cloud9,1
WLDs,2017,2017-09-28,05:13:31,3.0,Cloud9,1
WLDs,2017,2017-09-28,05:13:31,3.0,Lyon Gaming,0
WLDs,2017,2017-09-28,06:08:34,1.0,Fnatic,1
WLDs,2017,2017-09-28,06:08:34,1.0,Hong Kong Attitude,0
